,Unnamed: 0,Unnamed: 0.1,clave_ct,nom_turno,nombre_ct,domicilio,localidad_inegi,nombre_localidad,nombre_colonia,municipio,nombre_municipio,sostenimiento,nivel,programa,hombres_1!,mujeres_1!,total_1!,hombres_2!,mujeres_2!,total_2!,hombres_3!,mujeres_3!,total_3!,hombres_4!,mujeres_4!,total_4!,hombres_5!,mujeres_5!,total_5!,hombres_6!,mujeres_6!,total_6!,hombres_total,mujeres_total,matricula_total,docentes,grupos,docenete_educacion_fisica,docente_actividades_artisticas,docente_actividades_tecnonologicas,docente_de_idiomas,personal_de_administrativo_y_servicios,director_con_grupo,director_sin_grupo,total_de_personal
7808,7808,7808,14DPR4155C,VESPERTINO,SEVERO_DIAZ_GALINDO,SAN_ALEJANDRO_26,1,CIUDAD_GUZMAN,LA_PROVIDENCIA,23,ZAPOTLAN_EL_GRANDE,FEDERALIZADO,PRIMARIA,GENERAL,21,15,36,17,25,42,19,16,35,22,12,34,16,17,33,20,10,30,115,95,210,6,6,1,0,0,0,0,0,1,8
7809,7809,7809,14DPR4156B,CONTINUO,SILVESTRE_VARGAS,REVOLUCION,1,SAYULA,FONHAPO,82,SAYULA,FEDERALIZADO,PRIMARIA,GENERAL,10,7,17,4,7,11,6,11,17,5,4,9,6,7,13,5,2,7,36,38,74,3,3,0,0,0,0,0,1,0,3
7810,7810,7810,14EPR1577P,CONTINUO,EVA_BRISEAO,SAN_LUIS_REY,1,CIUDAD_GUZMAN,SAN_FELIPE,23,ZAPOTLAN_EL_GRANDE,ESTATAL,PRIMARIA,GENERAL,19,16,35,8,13,21,16,11,27,13,21,34,9,13,22,10,13,23,75,87,162,6,6,0,0,0,0,0,1,0,6
7811,7811,7811,14DPR4173S,MATUTINO,JOSE_MARIA_LOBATO,ABASOLO_44_A,1,HUEJUQUILLA_EL_ALTO,LA_ERMITA,42,HUEJUQUILLA_EL_ALTO,FEDERALIZADO,PRIMARIA,GENERAL,17,21,38,17,18,35,15,17,32,16,11,27,25,13,38,12,12,24,102,92,194,8,8,0,0,0,0,0,0,1,9
7812,7812,7812,14PPR0454E,MATUTINO,MARGARET_MEAD,AVENIDA_CRUZ_DEL_SUR_3076,1,GUADALAJARA,BOSQUES_DE_LA_VICTORIA,39,GUADALAJARA,PARTICULAR,PRIMARIA,GENERAL,10,10,20,13,8,21,5,8,13,8,7,15,6,7,13,3,7,10,45,47,92,6,6,1,0,0,1,2,0,1,11
7813,7813,7813,14PPR0455D,MATUTINO,IN_CALLI,SILVESTRE_REVUELTAS_47,1,GUADALAJARA,INDEPENDENCIA,39,GUADALAJARA,PARTICULAR,PRIMARIA,GENERAL,12,21,33,11,13,24,19,10,29,8,9,17,8,8,16,6,6,12,64,67,131,6,6,1,0,1,4,7,0,1,20
7814,7814,7814,14PPR0449T,MATUTINO,CENTRO_EDUCATIVO_VALLADOLID_UNIDAD_TONALA,SAN_VICENTE_1100,1,TONALA,LA_PROVIDENCIA,101,TONALA,PARTICULAR,PRIMARIA,GENERAL,23,28,51,23,35,58,29,26,55,17,19,36,33,27,60,37,29,66,162,164,326,11,11,1,1,1,4,4,0,1,23
7815,7815,7815,14PPR0451H,MATUTINO,JEAN_PIAGET,PRIVADA_CONSTITUCION_29,1,TLAQUEPAQUE,SAN_SEBASTIANITO,98,SAN_PEDRO_TLAQUEPAQUE,PARTICULAR,PRIMARIA,GENERAL,20,20,40,9,17,26,19,16,35,11,16,27,14,16,30,14,11,25,87,96,183,6,6,1,1,1,1,4,0,1,15
7816,7816,7816,14PPR0447V,MATUTINO,HARVARD_SCHOOL,VOLCAN_COFRE_DE_PEROTE_1985,1,ZAPOPAN,EL_COLLI,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,6,9,15,4,14,18,3,3,6,3,4,7,2,4,6,7,1,8,25,35,60,3,3,1,1,0,3,5,1,0,13
7817,7817,7817,14PPR0457B,MATUTINO,EVEREST_ZAPOTLAN,CORREGIDORA_32_A,1,CIUDAD_GUZMAN,CIUDAD_GUZMAN,23,ZAPOTLAN_EL_GRANDE,PARTICULAR,PRIMARIA,GENERAL,8,11,19,11,10,21,9,8,17,6,6,12,11,1,12,8,7,15,53,43,96,6,6,1,1,1,3,8,0,1,21
7818,7818,7818,14PPR0458A,MATUTINO,GOMEZ_DE_MENDIOLA,PABLO_VALDEZ_1789,1,GUADALAJARA,BLANCO_Y_CUELLAR,39,GUADALAJARA,PARTICULAR,PRIMARIA,GENERAL,21,16,37,18,13,31,17,11,28,17,14,31,17,15,32,11,23,34,101,92,193,6,6,1,1,1,1,5,0,1,16
7819,7819,7819,14PPR0460P,MATUTINO,MARIA_MITCHELL,LOMBARDO_TOLEDANO_54,1,TONALA,SANTA_PAULA,101,TONALA,PARTICULAR,PRIMARIA,GENERAL,17,11,28,11,6,17,12,12,24,5,6,11,4,6,10,4,3,7,53,44,97,4,6,3,1,0,1,3,0,1,13
7820,7820,7820,14EPR1589U,VESPERTINO,MANUEL_DE_JESUS_CLOUTHIER_DEL_RINCON,GIRASOL_SILVESTRE_63,5,LA_CAPILLA_DEL_REFUGIO,VALLE_DE_LOS_GIRASOLES,44,IXTLAHUACAN_DE_LOS_MEMBRILLOS,ESTATAL,PRIMARIA,GENERAL,15,16,31,22,16,38,23,18,41,15,22,37,16,12,28,14,17,31,105,101,206,6,6,0,0,0,0,0,0,1,7
7821,7821,7821,14EPR1590J,MATUTINO,BASILIO_VADILLO,PASCUAL_SALCEDO_SANTOSCOY_57,1,IXTLAHUACAN_DE_LOS_MEMBRILLOS,HUERTA_VIEJA,44,IXTLAHUACAN_DE_LOS_MEMBRILLOS,ESTATAL,PRIMARIA,GENERAL,19,22,41,26,18,44,17,23,40,12,26,38,20,21,41,24,17,41,118,127,245,6,6,0,0,0,0,0,0,1,7
7822,7822,7822,14PPR0480C,MATUTINO,FINLANDES_DE_JALISCO,PASEO_DE_LA_LUNA_885,1,ZAPOPAN,SOLARES,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,17,23,40,11,22,33,14,17,31,13,10,23,16,7,23,8,11,19,79,90,169,6,6,1,1,1,3,5,0,1,18
7823,7823,7823,14PPR0481B,MATUTINO,INSTITUTO_TANESQUE,ANTIGUO_CAMINO_A_COPALITA,1,ZAPOPAN,MARCELINO_GARCIA_BARRAGAN,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,5,6,11,7,7,14,5,7,12,8,5,13,8,3,11,4,1,5,37,29,66,6,6,1,2,0,2,4,1,0,15
7824,7824,7824,14DPR4202X,VESPERTINO,MIGUEL_LEON_PORTILLA,DEL_AZAR,843,LOMAS_DEL_SUR,LA_FORTUNA,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PRIMARIA,GENERAL,36,41,77,34,43,77,40,38,78,38,41,79,21,19,40,11,29,40,180,211,391,10,10,1,0,0,0,0,1,0,11
7825,7825,7825,14PPR0434R,MATUTINO,MARIA_LUISA_HIDALGO_RIESTRA,AVENIDA_NICOLAS_COPERNICO_4128,1,ZAPOPAN,LAS_ARBOLEDAS,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,14,15,29,13,15,28,12,7,19,11,9,20,6,5,11,4,3,7,60,54,114,6,6,1,0,0,0,0,0,1,8
7826,7826,7826,14PPR0482A,MATUTINO,CENTRO_ESCOLAR_TALA,ADJUNTA_DE_LOS_ARROYOS_120,220,LOS_RUISEAORES,0,83,TALA,PARTICULAR,PRIMARIA,GENERAL,12,16,28,6,19,25,12,14,26,15,14,29,15,11,26,14,8,22,74,82,156,6,6,1,1,1,1,3,0,1,14
7827,7827,7827,14EPR1598B,VESPERTINO,ENRIQUE_PEREZ_DAVILA,GOLONDRINA,1,PUERTO_VALLARTA,CAMPO_VERDE,67,PUERTO_VALLARTA,ESTATAL,PRIMARIA,GENERAL,6,4,10,10,6,16,8,7,15,8,2,10,12,4,16,5,1,6,49,24,73,2,2,0,0,0,0,0,1,0,2
7828,7828,7828,14EPR1599A,VESPERTINO,FRANCISCO_LOPEZ_RAYON,AURORA_BOREAL,9,EL_CAPULIN,LOS_AGAVES,97,TLAJOMULCO_DE_ZUAIGA,ESTATAL,PRIMARIA,GENERAL,24,14,38,21,20,41,37,28,65,33,26,59,48,38,86,27,23,50,190,149,339,11,11,0,0,0,0,0,0,1,12
7829,7829,7829,14PPR0484Z,MATUTINO,CENTRO_DE_ESTUDIOS_MONTESSORI,AVENIDA_JUAN_SEBASTIAN_BACH_5019,1,ZAPOPAN,PRADOS_GUADALUPE,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,4,1,5,2,5,7,7,2,9,4,8,12,4,2,6,2,0,2,23,18,41,3,3,1,1,1,2,4,0,1,13
7830,7830,7830,14PPR0483Z,MATUTINO,TLAMACHTIANI,VALLE_DE_GUADALUPE_1789,1,ZAPOPAN,JARDINES_DEL_VALLE,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,11,11,22,12,13,25,5,7,12,27,14,41,11,4,15,4,8,12,70,57,127,6,6,1,0,0,1,0,0,1,9
7831,7831,7831,14DPR4200Z,VESPERTINO,ANTONIO_CASTRO_LEAL,JUAN_JOSE_ROMERO_PONCE,1,TLAQUEPAQUE,PARQUES_DE_LA_VICTORIA,98,SAN_PEDRO_TLAQUEPAQUE,FEDERALIZADO,PRIMARIA,GENERAL,27,16,43,18,25,43,25,17,42,20,20,40,22,19,41,24,13,37,136,110,246,6,6,0,0,0,0,0,0,1,7
7832,7832,7832,14EPR1601Z,CONTINUO,ESCUELA_DISTRIBUIDORES_NISSAN_NUMERO_69,MONTE_APALACHE_334,1,AUTLAN_DE_NAVARRO,COLINAS_DEL_SUR,15,AUTLAN_DE_NAVARRO,ESTATAL,PRIMARIA,GENERAL,16,19,35,14,15,29,16,10,26,13,14,27,11,8,19,8,5,13,78,71,149,6,6,0,0,0,0,1,1,0,7
7833,7833,7833,14DPR4207S,VESPERTINO,EDMUNDO_OA,VENADO,35,SANTA_CRUZ_DEL_VALLE,PASEOS_DEL_VALLE,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PRIMARIA,GENERAL,36,42,78,39,41,80,46,32,78,38,33,71,34,34,68,29,22,51,222,204,426,12,12,0,0,0,0,0,0,1,13
7834,7834,7834,14DPR4208R,VESPERTINO,EDMUNDO_VALADES,PASEO_DE_LOS_JARDINES,38,LA_UNION_DEL_CUATRO,SENDERO_REAL,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PRIMARIA,GENERAL,24,16,40,14,26,40,19,20,39,20,20,40,23,16,39,19,15,34,119,113,232,6,6,0,0,0,0,0,0,1,7
7835,7835,7835,14PPR0487W,MATUTINO,JUAN_PABLO_II,OBSIDIANA_3533,1,ZAPOPAN,LOMA_BONITA,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,8,1,9,13,4,17,8,12,20,10,7,17,2,5,7,0,4,4,41,33,74,6,6,0,0,0,0,2,0,1,9
7836,7836,7836,14PPR0488V,MATUTINO,INSTITUTO_ANGLO_FRANCES_CAMPUS_SANTA_ANITA,CAMICHIN_111,20,LOS_GAVILANES,FRACCIONAMIENTO_ARBOLEDAS_DE_SANTA_ANITA,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,PRIMARIA,GENERAL,29,21,50,24,26,50,23,25,48,15,30,45,26,23,49,15,19,34,132,144,276,6,6,1,1,1,0,2,0,1,12
7837,7837,7837,14PPR0489U,MATUTINO,CENTRO_DE_EDUCACION_INTEGRAL,LA_CALMA_3111,1,ZAPOPAN,LA_CALMA,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,8,6,14,3,5,8,5,4,9,4,3,7,0,0,0,0,0,0,20,18,38,4,4,1,0,0,0,3,0,1,9
7838,7838,7838,14PPR0490J,MATUTINO,SENDERO_EDUCATIVO,RAMON_CORONA_11,34,SANTA_CRUZ_DE_LAS_FLORES,0,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,PRIMARIA,GENERAL,18,24,42,16,11,27,10,11,21,14,10,24,12,15,27,14,9,23,84,80,164,7,7,2,2,1,3,5,0,1,21
7839,7839,7839,14EPR1600Z,VESPERTINO,ELIAS_NANDINO_VALLARTA,CAPILLA_SIXTINA,5,LA_CAPILLA_DEL_REFUGIO,RESIDENCIAL_LA_CAPILLA,44,IXTLAHUACAN_DE_LOS_MEMBRILLOS,ESTATAL,PRIMARIA,GENERAL,15,15,30,15,15,30,23,12,35,14,21,35,21,7,28,14,10,24,102,80,182,6,6,0,0,0,0,0,1,0,6
7840,7840,7840,14DPR4203W,VESPERTINO,CHIARA_LUBICH,NARDO_76,1,TONALA,BELLAVISTA,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,20,7,27,18,13,31,19,10,29,20,16,36,15,14,29,17,17,34,109,77,186,6,6,1,0,0,0,0,0,1,8
7841,7841,7841,14DPR4204V,VESPERTINO,CHARLES_PEGUY,TUCAN_25,1,TONALA,QUINTAS_DEL_PARAISO,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,19,20,39,20,17,37,10,18,28,21,16,37,27,13,40,17,15,32,114,99,213,6,6,1,0,0,0,0,0,1,8
7842,7842,7842,14DPR4206T,VESPERTINO,LUIS_HECTOR_ALVAREZ_ALVAREZ,MARMOL_NORTE,1,TONALA,LAS_PALMAS,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,17,15,32,19,19,38,13,16,29,10,21,31,21,11,32,8,11,19,88,93,181,6,6,0,0,0,0,0,1,0,6
7843,7843,7843,14PPR0492H,MATUTINO,JOSE_SANCHEZ_DEL_RIO,ROGELIO_BACON_2136,1,GUADALAJARA,INDEPENDENCIA,39,GUADALAJARA,PARTICULAR,PRIMARIA,GENERAL,15,17,32,9,16,25,17,19,36,5,14,19,15,6,21,6,13,19,67,85,152,6,6,1,2,1,1,3,0,1,15
7844,7844,7844,14PPR0495E,MATUTINO,COLEGIO_MEXICO,CUAUHTEMOC_25,11,SAN_JUAN_COSALA,0,50,JOCOTEPEC,PARTICULAR,PRIMARIA,GENERAL,5,3,8,8,4,12,3,1,4,4,3,7,2,1,3,4,0,4,26,12,38,3,3,1,0,0,0,1,1,0,5
7845,7845,7845,14EPR1602Y,CONTINUO,MARCO_ANTONIO_MONTES_DE_OCA,SAN_PEDRO_ESQUEDA,1,ARANDAS,SANTA_BARBARA,8,ARANDAS,ESTATAL,PRIMARIA,GENERAL,12,13,25,17,8,25,8,4,12,8,9,17,16,7,23,6,2,8,67,43,110,4,4,0,0,0,0,0,1,0,4
7846,7846,7846,14EPR1603X,MATUTINO,GRISELDA_ALVAREZ_PONCE_DE_LEON,CONOCIDO,494,SAN_PABLO_DE_NAZAS,0,53,LAGOS_DE_MORENO,ESTATAL,PRIMARIA,GENERAL,0,6,6,2,6,8,4,1,5,2,1,3,4,2,6,5,1,6,17,17,34,2,2,0,0,0,0,0,1,0,2
7847,7847,7847,14PPR0491I,MATUTINO,COLEGIO_PEDREGAL_DE_GUADALAJARA,BOSQUES_DE_SANTA_ANITA_213,25,SAN_AGUSTIN,VILLAS_DE_SANTA_ANITA,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,PRIMARIA,GENERAL,11,12,23,10,12,22,12,12,24,11,18,29,7,17,24,12,11,23,63,82,145,3,3,1,0,1,3,2,0,1,11
7848,7848,7848,14DPR4212D,CONTINUO,ESCUELA_DISTRIBUIDORES_NISSAN_NO_73,ITURBIDE,1,MAGDALENA,LA_CAAITA,55,MAGDALENA,FEDERALIZADO,PRIMARIA,GENERAL,13,13,26,8,12,20,11,20,31,13,15,28,11,22,33,17,11,28,73,93,166,6,6,0,0,0,0,1,0,1,8
7849,7849,7849,14EPR1608S,MATUTINO,MIGUEL_ANGEL_MENENDEZ_REYES,CONGO_6,5,LA_CAPILLA_DEL_REFUGIO,VALLE_DE_LOS_SABINOS,44,IXTLAHUACAN_DE_LOS_MEMBRILLOS,ESTATAL,PRIMARIA,GENERAL,29,32,61,25,21,46,24,23,47,26,23,49,19,21,40,21,20,41,144,140,284,7,7,0,0,0,0,0,0,1,8
7850,7850,7850,14DPR4120N,VESPERTINO,CARLOS_SOLORZANO_FERNANDEZ,SAN_GREGORIO,1,EL_SALTO,LA_PURISIMA,70,EL_SALTO,FEDERALIZADO,PRIMARIA,GENERAL,6,14,20,6,17,23,12,12,24,18,12,30,9,7,16,0,0,0,51,62,113,5,5,0,0,0,0,0,1,0,5
7851,7851,7851,14DPR4213C,VESPERTINO,ELENA_GARRO,JUAN_BERNARDINO,27,LA_PUNTA,LA_GUADALUPANA,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,10,16,26,10,6,16,12,15,27,16,12,28,8,1,9,5,7,12,61,57,118,5,5,0,0,0,0,0,1,0,5
7852,7852,7852,14PPR0499A,MATUTINO,CAMPOVERDE_VALLARTA,CAMINO_A_BOCA_DE_TOMATES_170,31,LAS_JUNTAS,0,67,PUERTO_VALLARTA,PARTICULAR,PRIMARIA,GENERAL,18,28,46,18,20,38,18,18,36,17,24,41,13,11,24,10,17,27,94,118,212,10,10,2,1,3,6,4,0,1,27
7853,7853,7853,14PPR0517Z,MATUTINO,COLEGIO_UNION_MEXICO,AVENIDA_DE_LOS_MOLINEROS_1450,356,EJIDO_COPALITA,FRACCIONAMIENTO_LOS_MOLINOS,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,86,84,170,65,78,143,84,78,162,67,56,123,67,52,119,71,60,131,440,408,848,27,27,1,1,3,3,4,1,0,39
7854,7854,7854,14PPR0520N,MATUTINO,CENTRO_EDUCATIVO_MONTESSORI,ALDAMA_57,25,SAN_AGUSTIN,0,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,PRIMARIA,GENERAL,18,16,34,11,5,16,11,9,20,7,4,11,8,7,15,8,8,16,63,49,112,3,3,1,1,0,3,4,0,1,13
7855,7855,7855,14DPR4221L,VESPERTINO,ANTONIO_CASTRO_LEAL,OTILIO_MONTAAO,1,LA_HUERTA,LA_HUERTA,43,LA_HUERTA,FEDERALIZADO,PRIMARIA,GENERAL,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,1,1,0,0,0,0,0,1,0,1
7856,7856,7856,14PPR0521M,MATUTINO,VYGOTSKI,JORGE_ALVAREZ_DEL_CASTILLO_Y_ZULOAGA_1504,1,GUADALAJARA,LOMAS_DEL_COUNTRY,39,GUADALAJARA,PARTICULAR,PRIMARIA,GENERAL,0,0,0,2,3,5,6,2,8,1,2,3,1,1,2,3,0,3,13,8,21,5,5,1,1,0,1,3,0,1,12
7857,7857,7857,14PPR0522L,MATUTINO,THOMAS_ALVA_EDISON,PABLO_CASALS_590,1,GUADALAJARA,PRADOS_PROVIDENCIA,39,GUADALAJARA,PARTICULAR,PRIMARIA,GENERAL,2,4,6,0,1,1,2,1,3,1,0,1,2,0,2,0,0,0,7,6,13,5,5,1,1,1,1,2,0,1,12
7858,7858,7858,14DPR4218Y,VESPERTINO,ALI_CHUMACERO_LORA,PROLONGACION_REVOLUCION,1,ZAPOTLANEJO,LA_CEJA,124,ZAPOTLANEJO,FEDERALIZADO,PRIMARIA,GENERAL,5,5,10,7,1,8,5,8,13,1,3,4,1,1,2,0,0,0,19,18,37,1,1,0,0,0,0,0,1,0,1
7859,7859,7859,14DPR4215A,MATUTINO,ADOLFO_SANCHEZ_VAZQUEZ,AVENIDA_ANDALUCIA_158,2,LA_AURORA,VILLA_ANDALUCIA,51,JUANACATLAN,FEDERALIZADO,PRIMARIA,GENERAL,39,35,74,27,37,64,20,20,40,20,33,53,20,21,41,16,24,40,142,170,312,9,9,0,0,0,0,0,1,0,9
7860,7860,7860,14PPR0524J,MATUTINO,CENTRO_EDUCATIVO_REAL_INGLES,CAMINO_REAL_A_COLIMA_950,1,TLAQUEPAQUE,PARQUES_DE_SANTA_MARIA,98,SAN_PEDRO_TLAQUEPAQUE,PARTICULAR,PRIMARIA,GENERAL,8,5,13,17,8,25,6,8,14,6,3,9,1,3,4,3,2,5,41,29,70,4,6,1,1,1,3,3,1,0,13
7861,7861,7861,14DPR4217Z,CONTINUO,LUIS_DONALDO_COLOSIO_MURRIETA,PORFIRIO_DIAZ,1,ATEMAJAC_DE_BRIZUELA,LOS_LIRIOS,10,ATEMAJAC_DE_BRIZUELA,FEDERALIZADO,PRIMARIA,GENERAL,7,8,15,9,10,19,4,6,10,1,4,5,5,4,9,1,3,4,27,35,62,3,3,0,0,0,0,0,1,0,3
7862,7862,7862,14EDU0004D,DISCONTINUO,FEDERICO_GOMEZ_DE_OROZCO,PROLONGACION_COLON,1,CIUDAD_GUZMAN,UNIVERSITARIA,23,ZAPOTLAN_EL_GRANDE,ESTATAL,PRIMARIA,GENERAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,7,8,15,1,1,0,0,0,1,0,0,1,3
7863,7863,7863,14PPR0525I,MATUTINO,MONTESSORI,OCAMPO_175,1,ZAPOPAN,SAN_JUAN_DE_OCOTAN,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,11,11,22,9,7,16,5,11,16,5,7,12,7,10,17,4,3,7,41,49,90,6,6,1,0,0,1,2,0,1,11
7864,7864,7864,14PPR0526H,MATUTINO,ERIKSON,VOLCAN_PARICUTIN_6190,1,ZAPOPAN,EL_COLLI,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,12,11,23,14,5,19,6,13,19,0,0,0,0,0,0,0,0,0,32,29,61,2,2,1,1,1,3,2,0,1,11
7865,7865,7865,14PPR0527G,MATUTINO,JAIME_SABINES,MATAMOROS_45_A,25,SAN_AGUSTIN,SAN_AGUSTIN,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,PRIMARIA,GENERAL,8,6,14,4,11,15,5,7,12,0,2,2,1,1,2,0,1,1,18,28,46,4,4,1,1,1,3,4,0,1,15
7866,7866,7866,14PPR0528F,MATUTINO,COLEGIO_KIPLING_DEL_COUNTRY,AVENIDA_PATRIA_2212,1,ZAPOPAN,LOMAS_DE_ATEMAJAC,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,6,16,22,8,11,19,13,7,20,7,8,15,10,9,19,2,5,7,46,56,102,3,3,1,0,0,3,4,0,1,12
7867,7867,7867,14DPR4214B,MATUTINO,GABRIEL_GARCIA_MARQUEZ,NICOLAS_BRAVO_126,9,EL_CAPULIN,0,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PRIMARIA,GENERAL,2,6,8,7,10,17,8,3,11,9,7,16,9,8,17,8,4,12,43,38,81,4,4,0,0,0,0,0,1,0,4
7868,7868,7868,14DPR4219X,VESPERTINO,ANDRES_HENESTROSA_MORALES,MORELOS_632,1,JOCOTEPEC,NEXTIPAC,50,JOCOTEPEC,FEDERALIZADO,PRIMARIA,GENERAL,0,0,0,0,0,0,5,12,17,13,7,20,0,0,0,0,0,0,18,19,37,2,2,0,0,0,0,0,1,0,2
7869,7869,7869,14PPR0541Z,MATUTINO,COLEGIO_MONTESSORI_OCOTLAN,NICOLAS_BRAVO_261,1,OCOTLAN,FLORIDA,63,OCOTLAN,PARTICULAR,PRIMARIA,GENERAL,3,3,6,0,0,0,4,3,7,2,3,5,3,2,5,3,0,3,15,11,26,5,5,1,0,0,1,2,0,1,10
7870,7870,7870,14PPR0523K,MATUTINO,EMMA_WILLARD,GENERAL_ANDRES_TERAN_19,1,SAN_JUAN_DE_LOS_LAGOS,SANTA_LUCIA,73,SAN_JUAN_DE_LOS_LAGOS,PARTICULAR,PRIMARIA,GENERAL,21,24,45,22,12,34,20,25,45,14,15,29,0,0,0,0,0,0,77,76,153,4,4,1,0,0,1,2,0,1,9
7871,7871,7871,14PPR0551G,MATUTINO,COSTA_ALEGRE,5_DE_FEBRERO_299_A,1,CIHUATLAN,NUEVO,22,CIHUATLAN,PARTICULAR,PRIMARIA,GENERAL,2,7,9,9,4,13,5,3,8,4,6,10,0,0,0,0,0,0,20,20,40,4,4,1,1,1,1,2,0,1,11
7872,7872,7872,14PPR0552F,MATUTINO,CARLOS_E_CASTILLO_PERAZA,CARLOS_E_CASTILLO_PERAZA_26,1,ATOTONILCO_EL_ALTO,DE_SANTA_ROSA,13,ATOTONILCO_EL_ALTO,PARTICULAR,PRIMARIA,GENERAL,7,3,10,6,7,13,8,7,15,8,2,10,0,0,0,0,0,0,29,19,48,4,4,1,0,0,1,2,0,1,9
7873,7873,7873,14PPR0546V,MATUTINO,CENTRO_ESCOLAR_DECROLY,JUAREZ_503,1,CHAPALA,CHAPALA,30,CHAPALA,PARTICULAR,PRIMARIA,GENERAL,6,12,18,10,8,18,12,6,18,9,6,15,3,5,8,0,0,0,40,37,77,5,5,1,0,0,0,2,0,1,9
7874,7874,7874,14PPR0549S,MATUTINO,FEDERICO_FROEBEL,AVENIDA_PASEO_DE_LA_ARBOLEDA_1138,1,GUADALAJARA,RINCONADA_DEL_BOSQUE,39,GUADALAJARA,PARTICULAR,PRIMARIA,GENERAL,11,11,22,14,11,25,6,9,15,1,1,2,4,7,11,0,1,1,36,40,76,6,6,1,1,1,1,4,0,1,15
7875,7875,7875,14PPR0550H,MATUTINO,INSTITUTO_PIERRE_FAURE,PABLO_NERUDA_2307,1,GUADALAJARA,PROVIDENCIA,39,GUADALAJARA,PARTICULAR,PRIMARIA,GENERAL,7,2,9,5,3,8,5,1,6,7,6,13,6,4,10,12,2,14,42,18,60,3,3,1,1,1,1,2,0,1,10
7876,7876,7876,14PPR0545W,MATUTINO,HANS_CHRISTIAN_ANDERSEN,RIO_COLOTLAN_1619,1,ZAPOPAN,LAS_AGUILAS,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,10,5,15,10,11,21,5,10,15,4,6,10,0,0,0,4,4,8,33,36,69,5,5,1,0,0,0,2,0,1,9
7877,7877,7877,14PPR0544X,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,JUAREZ_15,5,ESTIPAC,ESTIPAC,114,VILLA_CORONA,PARTICULAR,PRIMARIA,GENERAL,6,10,16,13,8,21,15,8,23,10,9,19,5,6,11,8,11,19,57,52,109,6,6,1,0,1,0,2,0,1,11
7878,7878,7878,14PPR0543Y,MATUTINO,OAKLAND,LAS_VILLAS_16_Y_18,180,PALOMAR,LAS_VILLAS,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,PRIMARIA,GENERAL,12,11,23,6,11,17,12,7,19,2,9,11,5,5,10,14,12,26,51,55,106,6,6,1,1,1,1,14,0,1,25
7879,7879,7879,14PPR0542Z,MATUTINO,VYGOTSKY,17_DE_MAYO_7,424,LA_TIJERA,0,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,PRIMARIA,GENERAL,26,24,50,13,16,29,9,16,25,8,12,20,11,4,15,9,9,18,76,81,157,5,5,1,1,0,5,1,0,1,14
7880,7880,7880,14EPR1574S,MATUTINO,MOISES_GONZALEZ_NAVARRO,AVENIDA_MAZATLAN,5,CAJITITLAN,FRACCIONAMIENTO_ARVENTOS,97,TLAJOMULCO_DE_ZUAIGA,ESTATAL,PRIMARIA,GENERAL,20,15,35,18,22,40,18,17,35,21,18,39,13,27,40,13,15,28,103,114,217,6,6,0,0,0,0,0,0,1,7
7881,7881,7881,14PPR0547U,MATUTINO,JAIME_TORRES_BODET,TOMAS_BALCAZAR_5095,1,ZAPOPAN,PASEOS_DEL_SOL,120,ZAPOPAN,PARTICULAR,PRIMARIA,GENERAL,5,4,9,13,7,20,14,24,38,6,11,17,4,9,13,11,5,16,53,60,113,6,6,1,0,0,3,5,0,1,16
