,Unnamed: 0,Unnamed: 0.1,clave_ct,nom_turno,nombre_ct,domicilio,localidad_inegi,nombre_localidad,nombre_colonia,municipio,nombre_municipio,sostenimiento,nivel,programa,hombres_1!,mujeres_1!,total_1!,hombres_2!,mujeres_2!,total_2!,hombres_3!,mujeres_3!,total_3!,hombres_4!,mujeres_4!,total_4!,hombres_5!,mujeres_5!,total_5!,hombres_6!,mujeres_6!,total_6!,hombres_total,mujeres_total,matricula_total,docentes,grupos,docenete_educacion_fisica,docente_actividades_artisticas,docente_actividades_tecnonologicas,docente_de_idiomas,personal_de_administrativo_y_servicios,director_con_grupo,director_sin_grupo,total_de_personal
0,0,0,14DJN0128O,MATUTINO,JUAN_DE_LA_BARRERA,ARQUIMEDES_723,1,GUADALAJARA,HERMOSA_PROVINCIA,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,42,53,95,50,47,97,0,0,0,0,0,0,0,0,0,92,100,192,6,6,1,1,0,0,2,0,1,11
1,1,1,14DJN0129N,MATUTINO,JOSEFA_ORTIZ_DE_DOMINGUEZ,OBREGON_70,1,AUTLAN_DE_NAVARRO,0,15,AUTLAN_DE_NAVARRO,FEDERALIZADO,PREESCOLAR,GENERAL,8,19,27,37,34,71,33,36,69,0,0,0,0,0,0,0,0,0,78,89,167,7,7,1,1,0,0,2,1,0,11
2,2,2,14DJN0130C,MATUTINO,ROSAURA_ZAPATA,PEDRO_CELESTINO_NEGRETE_144,1,GUADALAJARA,OBLATOS,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,49,49,98,75,43,118,0,0,0,0,0,0,0,0,0,124,92,216,7,7,1,1,0,0,2,0,1,12
3,3,3,14DJN0132A,MATUTINO,UNIDAD_MODELO,UNIDAD_MODELO,1,GUADALAJARA,UNIDAD_MODELO,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,16,13,29,25,17,42,23,20,43,0,0,0,0,0,0,0,0,0,64,50,114,5,5,1,2,0,0,2,0,1,11
4,4,4,14DJN0133Z,MATUTINO,CIPRIANA_GUTIERREZ_RODRIGUEZ,GREGORIO_DAVILA_1081,1,GUADALAJARA,MEZQUITAN_COUNTRY,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,8,14,22,20,17,37,15,9,24,0,0,0,0,0,0,0,0,0,43,40,83,4,4,1,0,0,0,2,1,0,7
5,5,5,14DJN0134Z,MATUTINO,ROSAURA_ZAPATA,CONOCIDO,40,IZOLTA,0,115,VILLA_GUERRERO,FEDERALIZADO,PREESCOLAR,GENERAL,0,1,1,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,0,0,0,0,1,0,1
6,6,6,14DJN0135Y,MATUTINO,FERNANDO_AMILPA,FIDEL_VELAZQUEZ_1529,1,GUADALAJARA,ATEMAJAC,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,26,28,54,31,29,60,0,0,0,0,0,0,0,0,0,57,57,114,6,6,1,1,0,0,2,0,1,11
7,7,7,14DJN0136X,MATUTINO,MIGUEL_HIDALGO_Y_COSTILLA,NACIONAL_248,11,GENERAL_ANDRES_FIGUEROA,0,119,ZACOALCO_DE_TORRES,FEDERALIZADO,PREESCOLAR,GENERAL,6,1,7,15,18,33,10,13,23,0,0,0,0,0,0,0,0,0,31,32,63,3,3,1,0,0,0,1,0,1,6
8,8,8,14DJN0137W,MATUTINO,MANUEL_LOPEZ_COTILLA,NICOLAS_BRAVO_40,1,ZAPOTLANEJO,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,68,37,105,60,62,122,0,0,0,0,0,0,0,0,0,128,99,227,7,7,1,2,0,0,2,0,1,13
9,9,9,14DJN0138V,MATUTINO,VIRGINIA_GALLARDO,LERDO_DE_TEJADA_60,1,TEQUILA,TEQUILA,94,TEQUILA,FEDERALIZADO,PREESCOLAR,GENERAL,9,21,30,41,45,86,42,42,84,0,0,0,0,0,0,0,0,0,92,108,200,7,7,1,1,0,0,1,0,1,11
10,10,10,14DJN0139U,MATUTINO,JOSEFINA_BUENROSTRO_NUAO,FRANCISCO_CAMACHO_5,1,SAN_MARTIN_HIDALGO,CRUZ_VERDE,77,SAN_MARTIN_HIDALGO,FEDERALIZADO,PREESCOLAR,GENERAL,0,2,2,4,2,6,5,3,8,0,0,0,0,0,0,0,0,0,9,7,16,1,1,0,0,0,0,0,1,0,1
11,11,11,14DJN0140J,MATUTINO,VICENTE_SUAREZ,DOROTEO_ARANGO_123,1,TONALA,FRANCISCO_VILLA,101,TONALA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,28,39,67,33,37,70,0,0,0,0,0,0,0,0,0,61,76,137,5,5,1,0,0,0,1,1,0,7
12,12,12,14DJN0141I,MATUTINO,HEROE_DE_NACOZARI,CALLE_9_267,1,GUADALAJARA,FERROCARRIL,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,32,21,53,27,31,58,0,0,0,0,0,0,0,0,0,59,52,111,5,5,1,1,0,0,3,0,1,11
13,13,13,14DJN0142H,MATUTINO,JAIME_NUNO,JUAREZ_3,40,SAN_CLEMENTE,0,110,UNION_DE_TULA,FEDERALIZADO,PREESCOLAR,GENERAL,1,5,6,9,9,18,10,10,20,0,0,0,0,0,0,0,0,0,20,24,44,2,2,0,1,0,0,0,0,1,4
14,14,14,14DJN0143G,MATUTINO,ELENA_ZAPATA,GENERAL_CORONADO_1014,1,GUADALAJARA,MEZQUITAN_COUNTRY,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,12,12,24,23,22,45,25,29,54,0,0,0,0,0,0,0,0,0,60,63,123,5,5,1,1,0,0,3,0,1,11
15,15,15,14DJN0144F,MATUTINO,TESISTAN,LUCIO_BLANCO_50,231,TESISTAN,0,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,46,50,96,55,67,122,0,0,0,0,0,0,0,0,0,101,117,218,6,6,1,1,0,0,1,0,1,10
16,16,16,14DJN0145E,MATUTINO,GABRIELA_MISTRAL,HUMBOLDT_620,1,GUADALAJARA,0,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,27,22,49,25,27,52,0,0,0,0,0,0,0,0,0,52,49,101,4,4,1,1,0,0,2,0,1,9
17,17,17,14DJN0146D,MATUTINO,PEDRO_MORENO,DOM_CON,1,LAGOS_DE_MORENO,LADERA_GRANDE,53,LAGOS_DE_MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,6,5,11,9,6,15,0,0,0,0,0,0,0,0,0,15,11,26,1,1,0,0,0,0,0,1,0,1
18,18,18,14DJN0147C,MATUTINO,EMILIANO_ZAPATA,LAS_FLORES_15,1,ZAPOPAN,VICTOR_HUGO,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,39,40,79,39,37,76,0,0,0,0,0,0,0,0,0,78,77,155,6,6,1,1,0,0,2,0,1,11
19,19,19,14DJN0148B,MATUTINO,MA_SANTOS_DELGADILLO_VDA_YAAEZ,MONTE_CARMELO_332,1,GUADALAJARA,INDEPENDENCIA,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,9,16,25,15,11,26,0,0,0,0,0,0,0,0,0,24,27,51,2,2,1,1,0,0,1,0,1,6
20,20,20,14DJN0149A,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,CONSTITUCION_2_A,2,ATOTONILCO_EL_BAJO,0,114,VILLA_CORONA,FEDERALIZADO,PREESCOLAR,GENERAL,3,3,6,24,28,52,33,21,54,0,0,0,0,0,0,0,0,0,60,52,112,4,4,0,0,0,0,1,0,1,6
21,21,21,14DJN0150Q,MATUTINO,VOCES_DE_PRIMAVERA,PASEO_DE_LA_REFORMA_48,5,ESTIPAC,0,114,VILLA_CORONA,FEDERALIZADO,PREESCOLAR,GENERAL,3,5,8,14,21,35,21,23,44,0,0,0,0,0,0,0,0,0,38,49,87,3,3,0,0,0,0,1,1,0,4
22,22,22,14DJN0151P,MATUTINO,CUITLAHUAC,TABACHINES_158,243,LA_VENTA_DEL_ASTILLERO,0,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,37,32,69,40,34,74,0,0,0,0,0,0,0,0,0,77,66,143,6,6,1,1,0,0,1,0,1,10
23,23,23,14DJN0152O,MATUTINO,AGUSTIN_YAAEZ,EMILIANO_ZAPATA_331,1,ZAPOPAN,SANTA_MA_DEL_PUEBLITO,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,15,16,31,20,20,40,18,17,35,0,0,0,0,0,0,0,0,0,53,53,106,6,6,1,1,0,0,0,0,1,9
24,24,24,14DJN0153N,MATUTINO,BENITO_JUAREZ,MACLOVIA_GONZALEZ_5,71,MANALISCO,0,118,YAHUALICA_DE_GONZALEZ_GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,10,9,19,10,10,20,0,0,0,0,0,0,0,0,0,20,19,39,2,2,0,0,0,0,0,1,0,2
25,25,25,14DJN0154M,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,PINO_SUAREZ_86,8,SAN_LUIS_SOYATLAN,0,107,TUXCUECA,FEDERALIZADO,PREESCOLAR,GENERAL,10,17,27,17,14,31,18,19,37,0,0,0,0,0,0,0,0,0,45,50,95,3,3,0,0,0,0,1,1,0,4
26,26,26,14DJN0155L,MATUTINO,JAVIER_URIBE,DOCTOR_OLIVA_20,1,AHUALULCO_DE_MERCADO,AHUALULCO_DE_MERCADO,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,PREESCOLAR,GENERAL,6,16,22,16,24,40,23,26,49,0,0,0,0,0,0,0,0,0,45,66,111,4,4,0,1,0,0,1,0,1,7
27,27,27,14DJN0156K,MATUTINO,J_JESUS_SANCHEZ_GUERRERO,PROLONGACION_JUAREZ_45,1,TLAJOMULCO_DE_ZUAIGA,0,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,46,54,100,61,60,121,0,0,0,0,0,0,0,0,0,107,114,221,7,7,1,1,0,0,3,0,1,13
28,28,28,14DJN0157J,MATUTINO,ALFONSO_GONZALEZ_LOPEZ,RAMON_CORONA_44,1,VILLA_HIDALGO,0,116,VILLA_HIDALGO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,30,37,67,30,40,70,0,0,0,0,0,0,0,0,0,60,77,137,5,5,0,0,0,0,1,0,1,7
29,29,29,14DJN0158I,MATUTINO,SALVADOR_DIAZ_MIRON,HIDALGO_9,1,ZAPOTILTIC,HUESCALAPA,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,39,44,83,37,29,66,0,0,0,0,0,0,0,0,0,76,73,149,5,5,1,1,0,0,1,0,1,9
30,30,30,14DJN0159H,MATUTINO,EMILIANO_ZAPATA,CUAUHTEMOC_60,17,EL_ZAPOTE,0,89,TECHALUTA_DE_MONTENEGRO,FEDERALIZADO,PREESCOLAR,GENERAL,6,2,8,11,8,19,9,6,15,0,0,0,0,0,0,0,0,0,26,16,42,2,2,0,0,0,0,0,1,0,2
31,31,31,14DJN0160X,MATUTINO,FEDERICO_FROEBEL,VENUSTIANO_CARRANZA_36,1,MAZAMITLA,CANOITAS,59,MAZAMITLA,FEDERALIZADO,PREESCOLAR,GENERAL,15,24,39,35,36,71,32,38,70,0,0,0,0,0,0,0,0,0,82,98,180,6,6,1,0,0,0,1,0,1,9
32,32,32,14DJN0161W,CONTINUO,SEGISMUNDO_FREUD,CONSTITUCION_100,1,TONALA,SANTA_CRUZ_DE_LAS_HUERTAS,101,TONALA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,43,37,80,38,37,75,0,0,0,0,0,0,0,0,0,81,74,155,6,6,1,0,0,0,4,1,0,11
33,33,33,14DJN0162V,MATUTINO,MANUEL_M_PONCE,EUTIMIO_PINZON_984,1,GUADALAJARA,RANCHO_NUEVO,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,47,45,92,44,44,88,0,0,0,0,0,0,0,0,0,91,89,180,6,6,1,1,0,0,2,0,1,11
34,34,34,14DJN0163U,MATUTINO,FEDERICO_FROEBEL,SAN_ANTONIO_111,1,ZAPOPAN,LAS_FUENTES,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,22,12,34,31,25,56,19,32,51,0,0,0,0,0,0,0,0,0,72,69,141,6,6,1,1,0,0,2,0,1,11
35,35,35,14DJN0164T,MATUTINO,PRIMAVERA,CUITLAHUAC_99,1,LA_HUERTA,0,43,LA_HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,11,14,25,36,24,60,33,32,65,0,0,0,0,0,0,0,0,0,80,70,150,6,6,0,1,0,0,1,1,0,8
36,36,36,14DJN0165S,MATUTINO,RAMON_LOPEZ_VELARDE,GLADIOLA_15,1,ZAPOTILTIC,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,8,10,18,20,23,43,35,24,59,0,0,0,0,0,0,0,0,0,63,57,120,5,5,1,0,0,0,1,0,1,8
37,37,37,14DJN0166R,MATUTINO,JOSE_ANTONIO_TORRES,JULIO_C_SOLORZANO_10,1,AMECA,AMECA,6,AMECA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,29,33,62,15,33,48,0,0,0,0,0,0,0,0,0,44,66,110,4,4,1,0,0,0,1,1,0,6
38,38,38,14DJN0167Q,MATUTINO,AAO_INTERNACIONAL_DEL_NIAO,MARIANO_AZUELA_12,1,OJUELOS_DE_JALISCO,0,64,OJUELOS_DE_JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,35,29,64,54,40,94,0,0,0,0,0,0,0,0,0,89,69,158,5,5,1,1,0,0,1,0,1,9
39,39,39,14DJN0168P,MATUTINO,DOLORES_IBAAEZ,INDEPENDENCIA_35,1,EJUTLA,0,34,EJUTLA,FEDERALIZADO,PREESCOLAR,GENERAL,8,10,18,17,16,33,16,9,25,0,0,0,0,0,0,0,0,0,41,35,76,3,3,0,1,0,0,1,1,0,5
40,40,40,14DJN0169O,MATUTINO,TELPOCHCALLI,AMADO_NERVO_17,1,TEOCALTICHE,0,91,TEOCALTICHE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,40,20,60,49,49,98,0,0,0,0,0,0,0,0,0,89,69,158,6,6,1,1,0,0,1,0,1,10
41,41,41,14DJN0170D,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,CUITLAHUAC_185,1,TLAQUEPAQUE,SAN_PEDRO,98,SAN_PEDRO_TLAQUEPAQUE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,43,34,77,32,34,66,0,0,0,0,0,0,0,0,0,75,68,143,6,6,1,1,0,0,2,0,1,11
42,42,42,14DJN0171C,MATUTINO,MANUEL_LOPEZ_COTILLA,VICENTE_GUERRERO,1,AMACUECA,0,4,AMACUECA,FEDERALIZADO,PREESCOLAR,GENERAL,2,1,3,10,5,15,5,8,13,0,0,0,0,0,0,0,0,0,17,14,31,2,2,0,0,0,0,0,1,0,2
43,43,43,14DJN0172B,MATUTINO,CONCEPCION_MARTIN_DEL_CAMPO,ARQUITECTO_PEDRO_CIPRES_4477,1,GUADALAJARA,MIRAVALLE,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,52,60,112,66,60,126,0,0,0,0,0,0,0,0,0,118,120,238,8,8,1,1,0,0,3,0,1,14
44,44,44,14DJN0173A,MATUTINO,JOSE_ROSAS_MORENO,JOSE_ANTONIO_TORRES,1,CIUDAD_GUZMAN,0,23,ZAPOTLAN_EL_GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,21,29,50,34,36,70,0,0,0,0,0,0,0,0,0,55,65,120,5,5,1,1,0,0,1,0,1,9
45,45,45,14DJN0174Z,MATUTINO,FRANCISCO_I_MADERO,VALLARTA_2,1,ZAPOTILTIC,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,7,7,14,20,24,44,24,36,60,0,0,0,0,0,0,0,0,0,51,67,118,4,4,1,0,0,0,3,0,1,9
46,46,46,14DJN0175Z,MATUTINO,FELICITAS_FREGOSO_REGLA,ISABEL_SANTANA_211,24,SOYATLAN_DEL_ORO,0,11,ATENGO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,20,21,41,20,28,48,0,0,0,0,0,0,0,0,0,40,49,89,4,4,0,0,0,0,1,1,0,5
47,47,47,14DJN0176Y,MATUTINO,JOSE_VASCONCELOS,TERMINACION_GUERRERO_257,1,CIUDAD_GUZMAN,0,23,ZAPOTLAN_EL_GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,9,11,20,13,12,25,14,15,29,0,0,0,0,0,0,0,0,0,36,38,74,4,4,1,1,0,0,1,1,0,7
48,48,48,14DJN0177X,MATUTINO,JESUS_GONZALEZ_MARTIN,MIGUEL_BLANCO_164,58,CAPILLA_DE_GUADALUPE,0,93,TEPATITLAN_DE_MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,4,6,10,27,47,74,33,37,70,0,0,0,0,0,0,0,0,0,64,90,154,6,6,0,1,0,0,1,0,1,9
49,49,49,14DJN0178W,MATUTINO,NIAO_OBRERO,LAZARO_CARDENAS_49,1,AMECA,OBRERA,6,AMECA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,32,20,52,34,31,65,0,0,0,0,0,0,0,0,0,66,51,117,5,5,1,1,0,0,1,0,1,9
50,50,50,14DJN0179V,MATUTINO,MA_DE_JESUS_SANCHEZ_MUNOZ,LIBERTAD_27,15,SAN_MIGUEL_CUYUTLAN,0,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,35,36,71,33,32,65,0,0,0,0,0,0,0,0,0,68,68,136,4,4,0,1,0,0,1,0,1,7
51,51,51,14DJN0181J,MATUTINO,FEDERICO_FROEBEL,SANTA_ESTHER_20,1,ZAPOPAN,SANTA_MARGARITA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,39,50,89,52,43,95,0,0,0,0,0,0,0,0,0,91,93,184,6,6,1,1,0,0,2,0,1,11
52,52,52,14DJN0182I,MATUTINO,CIPACTLI,HIDALGO_36,1,ACATLAN_DE_JUAREZ,0,2,ACATLAN_DE_JUAREZ,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,18,22,40,19,13,32,0,0,0,0,0,0,0,0,0,37,35,72,3,3,0,1,0,0,1,0,1,6
53,53,53,14DJN0183H,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,BELISARIO_DOMINGUEZ_285,1,CIUDAD_GUZMAN,LOMAS_DE_ZAPOTLAN,23,ZAPOTLAN_EL_GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,4,2,6,32,37,69,40,43,83,0,0,0,0,0,0,0,0,0,76,82,158,5,5,1,1,0,0,3,0,1,11
54,54,54,14DJN0185F,MATUTINO,TZINTLI,JUAN_SEBASTIAN_ELCANO_2721,1,GUADALAJARA,INDUSTRIAL,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,33,21,54,29,32,61,0,0,0,0,0,0,0,0,0,62,53,115,6,6,1,1,0,0,2,0,1,11
55,55,55,14DJN0186E,MATUTINO,CARLOS_B_ALONSO,EMILIANO_ZAPATA_575,1,TIZAPAN_EL_ALTO,ATRACADERO,96,TIZAPAN_EL_ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,5,4,9,16,8,24,21,13,34,0,0,0,0,0,0,0,0,0,42,25,67,3,3,0,0,0,0,1,0,1,5
56,56,56,14DJN0187D,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,JUAREZ_265,1,TEOCUITATLAN_DE_CORONA,0,92,TEOCUITATLAN_DE_CORONA,FEDERALIZADO,PREESCOLAR,GENERAL,10,18,28,13,9,22,11,14,25,0,0,0,0,0,0,0,0,0,34,41,75,3,3,0,0,0,0,1,0,1,5
57,57,57,14DJN0188C,MATUTINO,JOAQUIN_FIGUEROA,TAMPICO_1,1,OCOTLAN,CAMINO_REAL,63,OCOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,40,48,88,42,41,83,0,0,0,0,0,0,0,0,0,82,89,171,6,6,1,1,0,0,2,1,0,10
58,58,58,14DJN0190R,MATUTINO,PABLO_NERUDA,MARIANO_JIMENEZ_37,1,EL_GRULLO,0,37,EL_GRULLO,FEDERALIZADO,PREESCOLAR,GENERAL,19,15,34,35,27,62,21,24,45,0,0,0,0,0,0,0,0,0,75,66,141,7,7,1,0,0,0,2,0,1,11
59,59,59,14DJN0191Q,MATUTINO,GENERACION_1938,VICENTE_GUERRERO_600,1,ZAPOPAN,LOMA_BONITA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,25,24,49,27,20,47,0,0,0,0,0,0,0,0,0,52,44,96,4,4,1,1,0,0,1,1,0,7
60,60,60,14DJN0192P,MATUTINO,NETZAHUALCOYOTL,MERIDA_18,1,UNION_DE_TULA,0,110,UNION_DE_TULA,FEDERALIZADO,PREESCOLAR,GENERAL,5,6,11,8,13,21,5,5,10,0,0,0,0,0,0,0,0,0,18,24,42,2,2,0,1,0,0,1,1,0,4
61,61,61,14DJN0193O,MATUTINO,MARINA_ALVARADO_PELAYO,OTUMBA_26,1,ATENGO,0,11,ATENGO,FEDERALIZADO,PREESCOLAR,GENERAL,6,13,19,22,13,35,15,16,31,0,0,0,0,0,0,0,0,0,43,42,85,4,4,0,0,0,0,1,0,1,6
62,62,62,14DJN0194N,MATUTINO,GABILONDO_SOLER,CONOCIDO,71,HIERBA_DE_MATANCILLAS,0,64,OJUELOS_DE_JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,14,11,25,14,13,27,0,0,0,0,0,0,0,0,0,28,24,52,2,2,0,0,0,0,0,1,0,2
63,63,63,14DJN0195M,MATUTINO,CARMEN_TORRES_VELIZ,DEGOLLADO_165,1,ZAPOPAN,AGUA_BLANCA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,42,26,68,39,47,86,0,0,0,0,0,0,0,0,0,81,73,154,5,5,1,1,0,0,1,0,1,9
64,64,64,14DJN0196L,MATUTINO,SALVADOR_GALVEZ_GUTIERREZ,VISTA_HERMOSA_587,1,ZAPOPAN,LOS_MAESTROS,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,21,23,44,19,23,42,0,0,0,0,0,0,0,0,0,40,46,86,4,4,1,1,0,0,1,1,0,7
65,65,65,14DJN0197K,MATUTINO,AYOYOTL,IGNACIO_ZARAGOZA_4,5,AYOTITLAN,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,11,7,18,16,9,25,13,12,25,0,0,0,0,0,0,0,0,0,40,28,68,3,3,0,1,0,0,1,1,0,5
66,66,66,14DJN0198J,MATUTINO,ARTURO_ARIAS_OROZCO,ELBA_MERINO_1,21,OJO_DE_AGUA,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,1,2,3,1,4,5,5,2,7,0,0,0,0,0,0,0,0,0,7,8,15,1,1,0,0,0,0,0,1,0,1
67,67,67,14DJN0199I,MATUTINO,AGUSTIN_YAAEZ,REFUGIO_TOLEDO_3,1,YAHUALICA_DE_GONZALEZ_GALLO,CEBETA,118,YAHUALICA_DE_GONZALEZ_GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,3,7,10,28,14,42,21,12,33,0,0,0,0,0,0,0,0,0,52,33,85,4,4,0,1,0,0,2,0,1,8
68,68,68,14DJN0200H,CONTINUO,MARIA_GUTIERREZ_RODRIGUEZ,NUEVA_ESCOCIA_1667,1,GUADALAJARA,PROVIDENCIA,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,17,29,46,30,17,47,0,0,0,0,0,0,0,0,0,47,46,93,4,4,2,1,0,0,3,0,1,11
69,69,69,14DJN0201G,MATUTINO,IGNACIO_M_ALTAMIRANO,EJIDO_156,1,MAGDALENA,0,55,MAGDALENA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,34,35,69,37,35,72,0,0,0,0,0,0,0,0,0,71,70,141,5,5,1,1,0,0,0,0,1,8
70,70,70,14DJN0202F,MATUTINO,JUANA_MA_ALFARO,SECUNDINO_GONZALEZ_254,1,VALLE_DE_GUADALUPE,0,111,VALLE_DE_GUADALUPE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,20,10,30,12,16,28,0,0,0,0,0,0,0,0,0,32,26,58,3,3,0,0,0,0,0,1,0,3
71,71,71,14DJN0203E,MATUTINO,LEONA_VICARIO,FIDEL_VELAZQUEZ_7,13,EL_REFUGIO,0,83,TALA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,57,45,102,66,57,123,0,0,0,0,0,0,0,0,0,123,102,225,7,7,1,1,0,0,2,0,1,12
72,72,72,14DJN0204D,MATUTINO,GREGORIO_TORRES_QUINTERO,HIDALGO_451,1,ZAPOTILTIC,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,0,2,2,21,16,37,24,15,39,0,0,0,0,0,0,0,0,0,45,33,78,3,3,1,1,0,0,1,0,1,7
73,73,73,14DJN0205C,MATUTINO,LAURA_APODACA,PROGRESO_249,1,TLAQUEPAQUE,SAN_PEDRO,98,SAN_PEDRO_TLAQUEPAQUE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,42,51,93,66,52,118,0,0,0,0,0,0,0,0,0,108,103,211,7,7,1,2,0,0,2,0,1,13
74,74,74,14DJN0206B,MATUTINO,MA_SANTOS_DELGADILLO_DE_YAAEZ,HIDALGO_104,1,YAHUALICA_DE_GONZALEZ_GALLO,0,118,YAHUALICA_DE_GONZALEZ_GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,22,21,43,23,30,53,0,0,0,0,0,0,0,0,0,45,51,96,5,5,1,1,0,0,2,0,1,10
75,75,75,14DJN0207A,MATUTINO,QUETZAL,LIBERTAD_253,1,EL_SALTO,0,70,EL_SALTO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,52,43,95,58,41,99,0,0,0,0,0,0,0,0,0,110,84,194,7,7,0,1,0,0,2,0,1,11
76,76,76,14DJN0208Z,MATUTINO,CARLOS_GONZALEZ_PEAA,BELISARIO_DOMINGUEZ_201,1,LAGOS_DE_MORENO,LAGOS_DE_MORENO,53,LAGOS_DE_MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,42,38,80,33,32,65,0,0,0,0,0,0,0,0,0,75,70,145,5,5,1,1,0,0,1,0,1,9
77,77,77,14DJN0209Z,MATUTINO,JUSTO_SIERRA,AGUSTIN_RIVERA_17,110,SANTA_TERESA,0,109,UNION_DE_SAN_ANTONIO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,4,5,9,6,4,10,0,0,0,0,0,0,0,0,0,10,9,19,1,1,0,0,0,0,0,1,0,1
78,78,78,14DJN0210O,MATUTINO,EXIQUIO_RICO,MATAMOROS_28,1,ACATLAN_DE_JUAREZ,EL_PLAN,2,ACATLAN_DE_JUAREZ,FEDERALIZADO,PREESCOLAR,GENERAL,3,3,6,24,29,53,25,30,55,0,0,0,0,0,0,0,0,0,52,62,114,5,5,0,1,0,0,1,0,1,8
