,Unnamed: 0,Unnamed: 0.1,clave_ct,nom_turno,nombre_ct,domicilio,localidad_inegi,nombre_localidad,colonia,nombre_colonia,municipio_clave_inegi,nombre_municipio,sostenimiento,nivel,programa,deserciin_intracurricular,reprobaciin,reprobaciin__con_regularizados,eficiencia_terminal
0,0,0,14DJN0128O,MATUTINO,JUAN_DE_LA_BARRERA,ARQUIMEDES_723,1,GUADALAJARA,9386,HERMOSA_PROVINCIA,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
1,1,1,14DJN0129N,MATUTINO,JOSEFA_ORTIZ_DE_DOMINGUEZ,OBREGON_70,1,AUTLAN_DE_NAVARRO,0,0,15,AUTLAN_DE_NAVARRO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
2,2,2,14DJN0130C,MATUTINO,ROSAURA_ZAPATA,PEDRO_CELESTINO_NEGRETE_144,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
3,3,3,14DJN0132A,MATUTINO,UNIDAD_MODELO,UNIDAD_MODELO,1,GUADALAJARA,9445,UNIDAD_MODELO,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
4,4,4,14DJN0133Z,MATUTINO,CIPRIANA_GUTIERREZ_RODRIGUEZ,GREGORIO_DAVILA_1081,1,GUADALAJARA,9061,MEZQUITAN_COUNTRY,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
5,5,5,14DJN0134Z,MATUTINO,ROSAURA_ZAPATA,CONOCIDO,40,IZOLTA,0,0,115,VILLA_GUERRERO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
6,6,6,14DJN0135Y,MATUTINO,FERNANDO_AMILPA,FIDEL_VELAZQUEZ_1529,1,GUADALAJARA,9389,ATEMAJAC,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
7,7,7,14DJN0136X,MATUTINO,MIGUEL_HIDALGO_Y_COSTILLA,NACIONAL_248,11,GENERAL_ANDRES_FIGUEROA,0,0,119,ZACOALCO_DE_TORRES,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
8,8,8,14DJN0137W,MATUTINO,MANUEL_LOPEZ_COTILLA,NICOLAS_BRAVO_40,1,ZAPOTLANEJO,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
9,9,9,14DJN0138V,MATUTINO,VIRGINIA_GALLARDO,LERDO_DE_TEJADA_60,1,TEQUILA,9000,TEQUILA,94,TEQUILA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
10,10,10,14DJN0139U,MATUTINO,JOSEFINA_BUENROSTRO_NUAO,FRANCISCO_CAMACHO_5,1,SAN_MARTIN_HIDALGO,9002,CRUZ_VERDE,77,SAN_MARTIN_HIDALGO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
11,11,11,14DJN0140J,MATUTINO,VICENTE_SUAREZ,DOROTEO_ARANGO_123,1,TONALA,9057,FRANCISCO_VILLA,101,TONALA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
12,12,12,14DJN0141I,MATUTINO,HEROE_DE_NACOZARI,CALLE_9_267,1,GUADALAJARA,9391,FERROCARRIL,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
13,13,13,14DJN0142H,MATUTINO,JAIME_NUNO,JUAREZ_3,40,SAN_CLEMENTE,0,0,110,UNION_DE_TULA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
14,14,14,14DJN0143G,MATUTINO,ELENA_ZAPATA,GENERAL_CORONADO_1014,1,GUADALAJARA,9061,MEZQUITAN_COUNTRY,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
15,15,15,14DJN0144F,MATUTINO,TESISTAN,LUCIO_BLANCO_50,231,TESISTAN,0,0,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
16,16,16,14DJN0145E,MATUTINO,GABRIELA_MISTRAL,HUMBOLDT_620,1,GUADALAJARA,0,0,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
17,17,17,14DJN0146D,MATUTINO,PEDRO_MORENO,DOM_CON,1,LAGOS_DE_MORENO,615,LADERA_GRANDE,53,LAGOS_DE_MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
18,18,18,14DJN0147C,MATUTINO,EMILIANO_ZAPATA,LAS_FLORES_15,1,ZAPOPAN,9310,VICTOR_HUGO,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
19,19,19,14DJN0148B,MATUTINO,MA_SANTOS_DELGADILLO_VDA_YAAEZ,MONTE_CARMELO_332,1,GUADALAJARA,9361,INDEPENDENCIA,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
20,20,20,14DJN0149A,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,CONSTITUCION_2_A,2,ATOTONILCO_EL_BAJO,0,0,114,VILLA_CORONA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
21,21,21,14DJN0150Q,MATUTINO,VOCES_DE_PRIMAVERA,PASEO_DE_LA_REFORMA_48,5,ESTIPAC,0,0,114,VILLA_CORONA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
22,22,22,14DJN0151P,MATUTINO,CUITLAHUAC,TABACHINES_158,243,LA_VENTA_DEL_ASTILLERO,0,0,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
23,23,23,14DJN0152O,MATUTINO,AGUSTIN_YAAEZ,EMILIANO_ZAPATA_331,1,ZAPOPAN,9289,SANTA_MA_DEL_PUEBLITO,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
24,24,24,14DJN0153N,MATUTINO,BENITO_JUAREZ,MACLOVIA_GONZALEZ_5,71,MANALISCO,0,0,118,YAHUALICA_DE_GONZALEZ_GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
25,25,25,14DJN0154M,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,PINO_SUAREZ_86,8,SAN_LUIS_SOYATLAN,0,0,107,TUXCUECA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
26,26,26,14DJN0155L,MATUTINO,JAVIER_URIBE,DOCTOR_OLIVA_20,1,AHUALULCO_DE_MERCADO,9000,AHUALULCO_DE_MERCADO,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
27,27,27,14DJN0156K,MATUTINO,J_JESUS_SANCHEZ_GUERRERO,PROLONGACION_JUAREZ_45,1,TLAJOMULCO_DE_ZUAIGA,0,0,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
28,28,28,14DJN0157J,MATUTINO,ALFONSO_GONZALEZ_LOPEZ,RAMON_CORONA_44,1,VILLA_HIDALGO,0,0,116,VILLA_HIDALGO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
29,29,29,14DJN0158I,MATUTINO,SALVADOR_DIAZ_MIRON,HIDALGO_9,1,ZAPOTILTIC,6016,HUESCALAPA,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
30,30,30,14DJN0159H,MATUTINO,EMILIANO_ZAPATA,CUAUHTEMOC_60,17,EL_ZAPOTE,0,0,89,TECHALUTA_DE_MONTENEGRO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
31,31,31,14DJN0160X,MATUTINO,FEDERICO_FROEBEL,VENUSTIANO_CARRANZA_36,1,MAZAMITLA,9059,CANOITAS,59,MAZAMITLA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
32,32,32,14DJN0161W,CONTINUO_(TIEMPO_COMPLETO),SEGISMUNDO_FREUD,CONSTITUCION_100,1,TONALA,6035,SANTA_CRUZ_DE_LAS_HUERTAS,101,TONALA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
33,33,33,14DJN0162V,MATUTINO,MANUEL_M_PONCE,EUTIMIO_PINZON_984,1,GUADALAJARA,9333,RANCHO_NUEVO,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
34,34,34,14DJN0163U,MATUTINO,FEDERICO_FROEBEL,SAN_ANTONIO_111,1,ZAPOPAN,9081,LAS_FUENTES,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
35,35,35,14DJN0164T,MATUTINO,PRIMAVERA,CUITLAHUAC_99,1,LA_HUERTA,0,0,43,LA_HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
36,36,36,14DJN0165S,MATUTINO,RAMON_LOPEZ_VELARDE,GLADIOLA_15,1,ZAPOTILTIC,0,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
37,37,37,14DJN0166R,MATUTINO,JOSE_ANTONIO_TORRES,JULIO_C_SOLORZANO_10,1,AMECA,9000,AMECA,6,AMECA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
38,38,38,14DJN0167Q,MATUTINO,AAO_INTERNACIONAL_DEL_NIAO,MARIANO_AZUELA_12,1,OJUELOS_DE_JALISCO,0,0,64,OJUELOS_DE_JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
39,39,39,14DJN0168P,MATUTINO,DOLORES_IBAAEZ,INDEPENDENCIA_35,1,EJUTLA,0,0,34,EJUTLA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
40,40,40,14DJN0169O,MATUTINO,TELPOCHCALLI,AMADO_NERVO_17,1,TEOCALTICHE,0,0,91,TEOCALTICHE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
41,41,41,14DJN0170D,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,CUITLAHUAC_185,1,TLAQUEPAQUE,6060,SAN_PEDRO,98,SAN_PEDRO_TLAQUEPAQUE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
42,42,42,14DJN0171C,MATUTINO,MANUEL_LOPEZ_COTILLA,VICENTE_GUERRERO,1,AMACUECA,0,0,4,AMACUECA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
43,43,43,14DJN0172B,MATUTINO,CONCEPCION_MARTIN_DEL_CAMPO,ARQUITECTO_PEDRO_CIPRES_4477,1,GUADALAJARA,9329,MIRAVALLE,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
44,44,44,14DJN0173A,MATUTINO,JOSE_ROSAS_MORENO,JOSE_ANTONIO_TORRES,1,CIUDAD_GUZMAN,0,0,23,ZAPOTLAN_EL_GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
45,45,45,14DJN0174Z,MATUTINO,FRANCISCO_I_MADERO,VALLARTA_2,1,ZAPOTILTIC,0,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
46,46,46,14DJN0175Z,MATUTINO,FELICITAS_FREGOSO_REGLA,ISABEL_SANTANA_211,24,SOYATLAN_DEL_ORO,0,0,11,ATENGO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
47,47,47,14DJN0176Y,MATUTINO,JOSE_VASCONCELOS,TERMINACION_GUERRERO_257,1,CIUDAD_GUZMAN,0,0,23,ZAPOTLAN_EL_GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
48,48,48,14DJN0177X,MATUTINO,JESUS_GONZALEZ_MARTIN,MIGUEL_BLANCO_164,58,CAPILLA_DE_GUADALUPE,0,0,93,TEPATITLAN_DE_MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
49,49,49,14DJN0178W,MATUTINO,NIAO_OBRERO,LAZARO_CARDENAS_49,1,AMECA,9068,OBRERA,6,AMECA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
50,50,50,14DJN0179V,MATUTINO,MA_DE_JESUS_SANCHEZ_MUNOZ,LIBERTAD_27,15,SAN_MIGUEL_CUYUTLAN,0,0,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
51,51,51,14DJN0181J,MATUTINO,FEDERICO_FROEBEL,SANTA_ESTHER_20,1,ZAPOPAN,9222,SANTA_MARGARITA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
52,52,52,14DJN0182I,MATUTINO,CIPACTLI,HIDALGO_36,1,ACATLAN_DE_JUAREZ,0,0,2,ACATLAN_DE_JUAREZ,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
53,53,53,14DJN0183H,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,BELISARIO_DOMINGUEZ_285,1,CIUDAD_GUZMAN,9018,LOMAS_DE_ZAPOTLAN,23,ZAPOTLAN_EL_GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
54,54,54,14DJN0185F,MATUTINO,TZINTLI,JUAN_SEBASTIAN_ELCANO_2721,1,GUADALAJARA,9367,INDUSTRIAL,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
55,55,55,14DJN0186E,MATUTINO,CARLOS_B_ALONSO,EMILIANO_ZAPATA_575,1,TIZAPAN_EL_ALTO,9002,ATRACADERO,96,TIZAPAN_EL_ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
56,56,56,14DJN0187D,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,JUAREZ_265,1,TEOCUITATLAN_DE_CORONA,0,0,92,TEOCUITATLAN_DE_CORONA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
57,57,57,14DJN0188C,MATUTINO,JOAQUIN_FIGUEROA,TAMPICO_1,1,OCOTLAN,9030,CAMINO_REAL,63,OCOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
58,58,58,14DJN0190R,MATUTINO,PABLO_NERUDA,MARIANO_JIMENEZ_37,1,EL_GRULLO,0,0,37,EL_GRULLO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
59,59,59,14DJN0191Q,MATUTINO,GENERACION_1938,VICENTE_GUERRERO_600,1,ZAPOPAN,6115,LOMA_BONITA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
60,60,60,14DJN0192P,MATUTINO,NETZAHUALCOYOTL,MERIDA_18,1,UNION_DE_TULA,0,0,110,UNION_DE_TULA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
61,61,61,14DJN0193O,MATUTINO,MARINA_ALVARADO_PELAYO,OTUMBA_26,1,ATENGO,0,0,11,ATENGO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
62,62,62,14DJN0194N,MATUTINO,GABILONDO_SOLER,CONOCIDO,71,HIERBA_DE_MATANCILLAS,0,0,64,OJUELOS_DE_JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
63,63,63,14DJN0195M,MATUTINO,CARMEN_TORRES_VELIZ,DEGOLLADO_165,1,ZAPOPAN,6003,AGUA_BLANCA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
64,64,64,14DJN0196L,MATUTINO,SALVADOR_GALVEZ_GUTIERREZ,VISTA_HERMOSA_587,1,ZAPOPAN,6120,LOS_MAESTROS,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
65,65,65,14DJN0197K,MATUTINO,AYOYOTL,IGNACIO_ZARAGOZA_4,5,AYOTITLAN,0,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
66,66,66,14DJN0198J,MATUTINO,ARTURO_ARIAS_OROZCO,ELBA_MERINO_1,21,OJO_DE_AGUA,0,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
67,67,67,14DJN0199I,MATUTINO,AGUSTIN_YAAEZ,REFUGIO_TOLEDO_3,1,YAHUALICA_DE_GONZALEZ_GALLO,9007,CEBETA,118,YAHUALICA_DE_GONZALEZ_GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
68,68,68,14DJN0200H,CONTINUO_(TIEMPO_COMPLETO),MARIA_GUTIERREZ_RODRIGUEZ,NUEVA_ESCOCIA_1667,1,GUADALAJARA,9010,PROVIDENCIA,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
69,69,69,14DJN0201G,MATUTINO,IGNACIO_M_ALTAMIRANO,EJIDO_156,1,MAGDALENA,0,0,55,MAGDALENA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
70,70,70,14DJN0202F,MATUTINO,JUANA_MA_ALFARO,SECUNDINO_GONZALEZ_254,1,VALLE_DE_GUADALUPE,0,0,111,VALLE_DE_GUADALUPE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
71,71,71,14DJN0203E,MATUTINO,LEONA_VICARIO,FIDEL_VELAZQUEZ_7,13,EL_REFUGIO,0,0,83,TALA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
72,72,72,14DJN0204D,MATUTINO,GREGORIO_TORRES_QUINTERO,HIDALGO_451,1,ZAPOTILTIC,0,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
73,73,73,14DJN0205C,MATUTINO,LAURA_APODACA,PROGRESO_249,1,TLAQUEPAQUE,6060,SAN_PEDRO,98,SAN_PEDRO_TLAQUEPAQUE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
74,74,74,14DJN0206B,MATUTINO,MA_SANTOS_DELGADILLO_DE_YAAEZ,HIDALGO_104,1,YAHUALICA_DE_GONZALEZ_GALLO,0,0,118,YAHUALICA_DE_GONZALEZ_GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
75,75,75,14DJN0207A,MATUTINO,QUETZAL,LIBERTAD_253,1,EL_SALTO,0,0,70,EL_SALTO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
76,76,76,14DJN0208Z,MATUTINO,CARLOS_GONZALEZ_PEAA,BELISARIO_DOMINGUEZ_201,1,LAGOS_DE_MORENO,9000,LAGOS_DE_MORENO,53,LAGOS_DE_MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
77,77,77,14DJN0209Z,MATUTINO,JUSTO_SIERRA,AGUSTIN_RIVERA_17,110,SANTA_TERESA,0,0,109,UNION_DE_SAN_ANTONIO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
78,78,78,14DJN0210O,MATUTINO,EXIQUIO_RICO,MATAMOROS_28,1,ACATLAN_DE_JUAREZ,9012,EL_PLAN,2,ACATLAN_DE_JUAREZ,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
79,79,79,14DJN0211N,MATUTINO,JOSE_DE_JESUS_HERNANDEZ_GUTIERREZ,ALLENDE_52,1,SAN_JULIAN,0,0,74,SAN_JULIAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
80,80,80,14DJN0212M,VESPERTINO,GABRIELA_MISTRAL,LIMA_3,1,ATOTONILCO_EL_ALTO,9009,DE_SANTA_ROSA,13,ATOTONILCO_EL_ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
81,81,81,14DJN0213L,MATUTINO,EMILIANO_ZAPATA,PEDRO_MORENO,21,LOS_AZULITOS,0,0,53,LAGOS_DE_MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
82,82,82,14DJN0214K,MATUTINO,VICENTE_GUERRERO,24_DE_JUNIO_525,1,LAGOS_DE_MORENO,9146,DE_MOYA,53,LAGOS_DE_MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
83,83,83,14DJN0215J,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,LAZARO_CARDENAS_40,31,SAN_LUCAS_EVANGELISTA,0,0,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
84,84,84,14DJN0216I,MATUTINO,ROSAURA_ZAPATA,AVENIDA_DEL_CAMPESINO_130,27,PORTEZUELO,0,0,18,LA_BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
85,85,85,14DJN0218G,MATUTINO,ANDRES_TERAN,FRANCISCO_VILLA_100,22,LA_SAUCEDA,0,0,24,COCULA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
86,86,86,14DJN0219F,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,AGUSTIN_YAAEZ_34,3,LO_ARADO,0,0,21,CASIMIRO_CASTILLO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
87,87,87,14DJN0220V,MATUTINO,IGNACIO_ZARAGOZA,LAUREL_224,1,AUTLAN_DE_NAVARRO,0,0,15,AUTLAN_DE_NAVARRO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
88,88,88,14DJN0222T,MATUTINO,GABRIELA_MISTRAL,TOMAS_ESCOBEDO_399,1,CIUDAD_GUZMAN,0,0,23,ZAPOTLAN_EL_GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
89,89,89,14DJN0223S,MATUTINO,JUSTO_SIERRA,MIGUEL_ALEMAN_352,1,ATOTONILCO_EL_ALTO,9117,LOS_NARANJOS,13,ATOTONILCO_EL_ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
90,90,90,14DJN0224R,MATUTINO,JOSEFA_ORTIZ_DE_DOMINGUEZ,INOCENCIO_AYALA_7,1,ATOTONILCO_EL_ALTO,9118,JOSEFINO,13,ATOTONILCO_EL_ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
91,91,91,14DJN0225Q,MATUTINO,IGNACIO_ZARAGOZA,NIAOS_HEROES_99,1,AMATITAN,0,0,5,AMATITAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
92,92,92,14DJN0226P,MATUTINO,EUFEMIO_FIGUEROA_BEAZ,GUERRERO_50,1,MIXTLAN,0,0,62,MIXTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
93,93,93,14DJN0227O,MATUTINO,JOSE_ROSAS_MORENO,AVENIDA_16_DE_SEPTIEMBRE,1,HOSTOTIPAQUILLO,0,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
94,94,94,14DJN0228N,MATUTINO,JUAN_DE_LA_BARRERA,VICENTE_GUERRERO_350,1,ACATIC,0,0,1,ACATIC,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
95,95,95,14DJN0229M,MATUTINO,JOSEFA_ORTIZ_DE_DOMINGUEZ,BENITO_JUAREZ_64,59,LAZARO_CARDENAS,0,0,69,QUITUPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
96,96,96,14DJN0230B,MATUTINO,ROSAURA_ZAPATA,ALLENDE_133,1,OCOTLAN,9032,MARCOS_CASTELLANOS,63,OCOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
97,97,97,14DJN0231A,MATUTINO,BENITO_JUAREZ,JARDIN_DE_NIAOS_7,1,QUITUPAN,0,0,69,QUITUPAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
98,98,98,14DJN0232Z,MATUTINO,FRANCISCO_VILLA,ADOLFO_LOPEZ_MATEOS_8,23,CAMPO_ACOSTA,0,0,100,TOMATLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
99,99,99,14DJN0233Z,MATUTINO,MEXICO,SALVADOR_DIAZ_MIRON_9,114,TEQUESQUITLAN,0,0,27,CUAUTITLAN_DE_GARCIA_BARRAGAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
100,100,100,14DJN0234Y,MATUTINO,VICENTE_GUERRERO,VICENTE_GUERRERO_1,31,SAN_PEDRO_ITZICAN,0,0,66,PONCITLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
101,101,101,14DJN0235X,MATUTINO,NIAOS_HEROES,RICARDO_FLORES_MAGON_1,18,TECOMATES,0,0,21,CASIMIRO_CASTILLO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
102,102,102,14DJN0236W,MATUTINO,AMADO_NERVO,ZARAGOZA_327,1,JAMAY,0,0,47,JAMAY,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
103,103,103,14DJN0237V,MATUTINO,JOSE_VASCONCELOS,BENITO_JUAREZ_1,121,AMAJAQUILLO,0,0,38,GUACHINANGO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
104,104,104,14DJN0238U,MATUTINO,ROSAURA_ZAPATA,RAMON_CORONA_385,291,SAN_JOSE_DE_GRACIA,0,0,93,TEPATITLAN_DE_MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
105,105,105,14DJN0239T,MATUTINO,JOSE_MA_MORELOS_Y_PAVON,MARIA_LUISA_DE_LA_PEYA_25,1,ATOTONILCO_EL_ALTO,9139,EL_MIRADOR,13,ATOTONILCO_EL_ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
106,106,106,14DJN0240I,MATUTINO,EMILIANO_ZAPATA,FRANCISCO_I_MADERO_12,176,SANTA_FE,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
107,107,107,14DJN0241H,MATUTINO,RODOLFO_FLORES,AVENIDA_MEXICO,1,AYOTLAN,9109,RODOLFO_FLORES,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
108,108,108,14DJN0242G,MATUTINO,LAZARO_CARDENAS_DEL_RIO,INDEPENDENCIA_1,50,LA_NORIA,0,0,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
109,109,109,14DJN0243F,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,CONOCIDO,79,SAN_JERONIMO,0,0,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
110,110,110,14DJN0244E,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,NIAOS_HEROES,20,LA_CONCEPCION,0,0,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
111,111,111,14DJN0245D,MATUTINO,RUBEN_DARIO,LOPEZ_COTILLA,106,SAN_ANTONIO_DE_LOS_VAZQUEZ,0,0,45,IXTLAHUACAN_DEL_RIO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
112,112,112,14DJN0246C,MATUTINO,VALENTIN_GOMEZ_FARIAS,REVOLUCION_311,1,TEPATITLAN_DE_MORELOS,0,0,93,TEPATITLAN_DE_MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
113,113,113,14DJN0247B,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,PRIVADA_SOR_JUANA_INES_DE_LA_CRUZ,223,PEGUEROS,0,0,93,TEPATITLAN_DE_MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
114,114,114,14DJN0248A,MATUTINO,CRISTOBAL_COLON,PRESBITERO_CARLOS_ESQUEDA_LARA_1,1,UNION_DE_SAN_ANTONIO,0,0,109,UNION_DE_SAN_ANTONIO,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
115,115,115,14DJN0249Z,MATUTINO,SOR_JUANA_INES_DE_LA_CRUZ,PROLONGACION_CORREGIDORA,16,BELEN_DEL_REFUGIO,0,0,91,TEOCALTICHE,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
116,116,116,14DJN0250P,MATUTINO,MARIA_MONTESSORI,PORFIRIO_DIAZ_435,1,TEPATITLAN_DE_MORELOS,0,0,93,TEPATITLAN_DE_MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
117,117,117,14DJN0251O,MATUTINO,PATRIA,SOYATLAN,4,ATACCO,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,,,,
