,Unnamed: 0,Unnamed: 0.1,municipio,clave_ct,responsable,turno,nombre_ct,director,nivel,matricula,docente,grupos,aulas_existentes,aulas_uso,inversion_tiempo_completo_2014,inversion_tiempo_completo_2015,inversion_aulas_interactivas_2015,inversion_aulas_interactivas_2014,inversion_aulas_interactivas_2013,inversion_aulas_provisionales_2013,inversion_aulas_provisionales_2014,inversion_aulas_provisionales_2015,inversion_pec_2013,inversion_pec_2014,inversion_mobiliario,inversion_excelencia_2014,inversion_pes_2013,inversion_pes_2014,inversion_coniba_2013,inversion_escuela_digna_2013,inversion_fonden_2013,inversion_programa_sana_2013,inversion_coniba_2014,inversion_escuelas_de_tiempo_completo_2014,inversion_escuela_digna_2014,inversion_faeb_2014,inversion_fonden_2014,inversion_infraestructura_educativa_estatal_2014_(recurso_2013),inversion_programa_escuelas_de_excelencia_2014,inversion_programa_sana_2014,inversion_programa_coniba_2015,inversion_escuelas_de_tiempo_completo_2015_(recurso_2014),inversion_programa_escuela_digna_2015,inversion_faeb_2015,inversion_fonden_2015,inversion_infraestructura_educativa_estatal_2015_(recurso_2013),inversion_programa_escuelas_de_excelencia_2015_(recurso_2014),inversion_programa_sana_2015,otros_programas,beneficiarios_alimentos_dif_2014_digit,aulas_interactivas_observacion_aulas,aulas_interactivas_observacion_por_sustituir,aulas_interactivas_observacion_sust_2013,aulas_interactivas_observacion_sust_2014,aulas_interactivas_observacion_sust_2015,aulas_interactivas_observacion_otro_uso,aulas_provisionales_observacion_aulas,aulas_provisionales_observacion_por_sustituir,aulas_provisionales_observacion_sust_2013,aulas_provisionales_observacion_sust_2014,aulas_provisionales_observacion_sust_2015,aulas_provisionales_observacion_otro_uso,conectividad_mbs,observacion_pec2013_pec2013,observacion_pec2014_pec2014,observacion_mobiliario_piezas,observacion_mobiliario_alumnos,observacion_mobiliario_matricula,inmueble_cleaned,director_cleaned,responsable_cleaned,turno_cleaned,nombre_ct_cleaned,nivel_cleaned
1424,1424,1424,OJUELOS DE JALISCO,14DPR0701S,R,MATUTINO,IGNACIO ZARAGOZA,SANDRA ALONSO HERNANDEZ,PRIMARIA,25.0,1.0,6.0,1.0,1.0,,,,,,,,,,,33587.29,79391.8,,,,,,,,,,,,,,,,,,,,,350000.0,,,12.0,,,,,,,,,,,,,,,,48.0,25.0,25.0,1402292k,sandra_alonso_hernandez,r,matutino,ignacio_zaragoza,primaria
1425,1425,1425,OJUELOS DE JALISCO,14DPR0702R,R,MATUTINO,CUAUHTEMOC,DAVID IBARRA HERNANDEZ,PRIMARIA,152.0,6.0,6.0,6.0,6.0,,,,,,,,,,,189653.07,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,281.0,149.0,182.0,1402293d,david_ibarra_hernandez,r,matutino,cuauhtemoc,primaria
1426,1426,1426,OJUELOS DE JALISCO,14DPR2073F,L,VESPERTINO,RICARDO FLORES MAGON,DAVID IBARRA HERNANDEZ,PRIMARIA,43.0,2.0,6.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402293d,david_ibarra_hernandez,l,vespertino,ricardo_flores_magon,primaria
1427,1427,1427,OJUELOS DE JALISCO,14DPR0704P,R,MATUTINO,CUAUHTEMOC,ALEJANDRO TREVIÃÂÃÂO CANDANOZA,PRIMARIA,31.0,2.0,5.0,3.0,2.0,,,,,,,,,,,35623.95,80670.52,,,,,,,,,,,,,,,,,,,,,416150.0,,,8.0,,,,,,,,,,,,,,,,53.0,28.0,28.0,1402294h,alejandro_treviaao_candanoza,r,matutino,cuauhtemoc,primaria
1428,1428,1428,OJUELOS DE JALISCO,14DPR0706N,R,MATUTINO,FRANCISCO I MADERO,JOSE SILVA BAUTISTA,PRIMARIA,158.0,6.0,6.0,6.0,6.0,564000.0,653859.83,,,,,,,,,161892.88,100650.45,,,,,,,,249521.21,,,,,,,,,,,,,588319.99,,,,,,,,,,,,,,,,,,,244.0,133.0,133.0,1402295a,jose_silva_bautista,r,matutino,francisco_i_madero,primaria
1429,1429,1429,OJUELOS DE JALISCO,14DPR2440K,R,MATUTINO,EMILIANO ZAPATA,ANTONIO MARMOLEJO CASTAÃÂÃÂEDA,PRIMARIA,52.0,2.0,6.0,2.0,2.0,,,,,,,,,,,59617.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,48.0,48.0,1402391h,antonio_marmolejo_castaaaeda,r,matutino,emiliano_zapata,primaria
1430,1430,1430,OJUELOS DE JALISCO,14DPR3349J,R,MATUTINO,JOSE MA MORELOS Y PAVON,FLORA GONZALEZ LEAL,PRIMARIA,174.0,6.0,6.0,6.0,6.0,,,,,,,,,,,213280.37,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,317.0,168.0,168.0,1402443g,flora_gonzalez_leal,r,matutino,jose_ma_morelos_y_pavon,primaria
1431,1431,1431,OJUELOS DE JALISCO,14DTV0020M,R,MATUTINO,PEDRO MORENO,LUIS FELIPE ROJAS BRISEÃÂÃÂO,SECUNDARIA,107.0,6.0,6.0,6.0,6.0,90000.0,180000.0,300000.0,,,,,,60000.0,,100687.44,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,1.0,107.0,,120.0,102.0,102.0,1402475j,luis_felipe_rojas_briseaao,r,matutino,pedro_moreno,secundaria
1432,1432,1432,OJUELOS DE JALISCO,14DTV0070U,R,MATUTINO,PEDRO MORENO,FRANCISCO MONTES FLORES,SECUNDARIA,379.0,13.0,13.0,13.0,13.0,,90000.0,,,,,,,,,329006.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,0.0,1.0,2.0,,,410.0,371.0,371.0,1402479d,francisco_montes_flores,r,matutino,pedro_moreno,secundaria
1433,1433,1433,OJUELOS DE JALISCO,14DTV0098Z,R,MATUTINO,MARIANO AZUELA,ARMANDO FLORES ESCOBAR,SECUNDARIA,128.0,6.0,6.0,6.0,6.0,,,,,,,,,,,120640.44,,,,13232.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,,,,147.0,129.0,129.0,1402486e,armando_flores_escobar,r,matutino,mariano_azuela,secundaria
1434,1434,1434,OJUELOS DE JALISCO,14DTV0099Z,R,MATUTINO,TIERRA Y LIBERTAD,REYES HERNANDEZ COVARRUBIAS,SECUNDARIA,51.0,3.0,3.0,3.0,3.0,90000.0,180000.0,150000.0,,,,,,,,53299.72,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,64.0,55.0,55.0,1402487x,reyes_hernandez_covarrubias,r,matutino,tierra_y_libertad,secundaria
1435,1435,1435,OJUELOS DE JALISCO,14DTV0119W,R,MATUTINO,BELISARIO DOMINGUEZ,JOSE LUIS QUEVEDO VAZQUEZ,SECUNDARIA,65.0,3.0,3.0,3.0,3.0,90000.0,180000.0,150000.0,,,,,,,,63645.72,85785.38,,,,,,,,,,,,,,,,,,,,,494802.35,,,,3.0,,,,,,,,,,,,1.0,,,78.0,69.0,69.0,1402489f,jose_luis_quevedo_vazquez,r,matutino,belisario_dominguez,secundaria
1436,1436,1436,OJUELOS DE JALISCO,14DTV0224G,R,MATUTINO,VALENTIN GOMEZ FARIAS,PABLO MATA RUIZ,SECUNDARIA,78.0,4.0,4.0,4.0,4.0,90000.0,180000.0,200000.0,,,,,,,,73775.96,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,89.0,77.0,77.0,1402499h,pablo_mata_ruiz,r,matutino,valentin_gomez_farias,secundaria
1437,1437,1437,OJUELOS DE JALISCO,14DTV0292D,R,MATUTINO,VICENTE GUERRERO,JAVIER GUADALUPE TREVIÃÂÃÂO MARTINEZ,SECUNDARIA,83.0,5.0,5.0,5.0,5.0,,90000.0,,,,,,,80000.0,66950.0,89818.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,83.0,93.0,108.0,93.0,93.0,1402507e,javier_guadalupe_treviaao_martinez,r,matutino,vicente_guerrero,secundaria
1438,1438,1438,OJUELOS DE JALISCO,14DTV0427B,R,MATUTINO,LAZARO CARDENAS DEL RIO,ELIAS MUÃÂÃÂOZ MICHEL,SECUNDARIA,43.0,3.0,3.0,4.0,3.0,90000.0,179403.21,200000.0,,,,,,,,42953.72,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,50.0,41.0,41.0,1402520c,elias_muaaoz_michel,r,matutino,lazaro_cardenas_del_rio,secundaria
1439,1439,1439,OJUELOS DE JALISCO,14DTV0435K,R,MATUTINO,5 DE MAYO,ORMUZ JASEL APECECHEA DE LA CRUZ,SECUNDARIA,84.0,4.0,4.0,4.0,4.0,90000.0,179839.26,200000.0,,,,,,,,75253.96,88822.33,,,,,,,,,,,,,,,,,,,,,494802.35,,,,4.0,,,,,,,,,,,,1.0,,,91.0,79.0,79.0,1402527x,ormuz_jasel_apecechea_de_la_cruz,r,matutino,5_de_mayo,secundaria
1440,1440,1440,OJUELOS DE JALISCO,14DTV0491C,R,MATUTINO,JOSE MARIA MORELOS Y PAVON,JOSE ALBERTO DIAZ HERNANDEZ,SECUNDARIA,28.0,3.0,3.0,3.0,3.0,90000.0,179953.64,100000.0,,,,,,,,30606.48,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,36.0,30.0,30.0,1402530e,jose_alberto_diaz_hernandez,r,matutino,jose_maria_morelos_y_pavon,secundaria
1441,1441,1441,OJUELOS DE JALISCO,14DTV0635I,R,MATUTINO,AUSTREBERTO GUTIERREZ ALVARADO,MA. TERESA DE JESUS MORENO LOPEZ,SECUNDARIA,78.0,3.0,3.0,3.0,3.0,90000.0,180000.0,,,,,,,,,73991.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.0,0.0,0.0,1.0,1.0,,,92.0,83.0,83.0,1402548f,ma._teresa_de_jesus_moreno_lopez,r,matutino,austreberto_gutierrez_alvarado,secundaria
1442,1442,1442,OJUELOS DE JALISCO,14DTV0646O,R,MATUTINO,BENITO JUAREZ GARCIA,MIGUEL ANGEL NUÃÂÃÂEZ CAMACHO,SECUNDARIA,28.0,2.0,3.0,3.0,2.0,90000.0,180000.0,,,,,,,,,34085.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,1.0,,,38.0,29.0,29.0,1402551b,miguel_angel_nuaaez_camacho,r,matutino,benito_juarez_garcia,secundaria
1443,1443,1443,OJUELOS DE JALISCO,14EPR0628Z,R,MATUTINO,JOSE BECERRA,MARIA GUADALUPE AGUIÃÂÃÂAGA MORENO,PRIMARIA,26.0,2.0,6.0,3.0,2.0,,,,,,,,,60000.0,,29340.41,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,26.0,,42.0,22.0,34.0,1402556k,maria_guadalupe_aguiaaaga_moreno,r,matutino,jose_becerra,primaria
1444,1444,1444,OJUELOS DE JALISCO,14EPR1483A,L,VESPERTINO,FRANCISCO I MADERO,MARIA GUADALUPE AGUIÃÂÃÂAGA MORENO,PRIMARIA,15.0,1.0,6.0,1.0,1.0,,,,,,,,,40000.0,29000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,12.0,,,,1402556k,maria_guadalupe_aguiaaaga_moreno,l,vespertino,francisco_i_madero,primaria
1446,1446,1446,SAN JUAN DE LOS LAGOS,14DPR2551P,R,MATUTINO,VALENTIN GOMEZ FARIAS,MARIA GUADALUPE FABIAN SANTANA,PRIMARIA,318.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,30.0,,,,,,1402016x,maria_guadalupe_fabian_santana,r,matutino,valentin_gomez_farias,primaria
1447,1447,1447,SAN JUAN DE LOS LAGOS,14DPR2221Y,L,VESPERTINO,LAZARO CARDENAS DEL RIO,MA. ESTHER GOMEZ DE LA PAZ,PRIMARIA,263.0,8.0,8.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,1402016x,ma._esther_gomez_de_la_paz,l,vespertino,lazaro_cardenas_del_rio,primaria
1448,1448,1448,SAN JUAN DE LOS LAGOS,14DPR0783S,R,MATUTINO,PEDRO MORENO,RAMON MORENO ALANIZ,PRIMARIA,301.0,10.0,10.0,10.0,10.0,,,,,,,,,,44400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,294.0,,,,1402017b,ramon_moreno_alaniz,r,matutino,pedro_moreno,primaria
1449,1449,1449,SAN JUAN DE LOS LAGOS,14DPR2216M,L,VESPERTINO,FRANCISCO I MADERO,ERNESTO HINOJOSA LARA,PRIMARIA,161.0,7.0,7.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,6.0,,,,,,1402017b,ernesto_hinojosa_lara,l,vespertino,francisco_i_madero,primaria
1450,1450,1450,SAN JUAN DE LOS LAGOS,14DPR1699A,R,MATUTINO,JUSTO SIERRA,ROBERTO RAMOS PARTIDA,PRIMARIA,472.0,12.0,12.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,2.0,,,,,,1402018f,roberto_ramos_partida,r,matutino,justo_sierra,primaria
1451,1451,1451,SAN JUAN DE LOS LAGOS,14DPR1776P,L,VESPERTINO,PEDRO DE GANTE,VICENTE TAFOYA CASILLAS,PRIMARIA,346.0,11.0,11.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1402018f,vicente_tafoya_casillas,l,vespertino,pedro_de_gante,primaria
1454,1454,1454,SAN JUAN DE LOS LAGOS,14EJN0872U,R,MATUTINO,IDOLINA GAONA RUIZ,ROSA ALONSO CARLOS,PREESCOLAR,101.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1402022f,rosa_alonso_carlos,r,matutino,idolina_gaona_ruiz,preescolar
1455,1455,1455,SAN JUAN DE LOS LAGOS,14EJN0365P,L,VESPERTINO,FRANCISCO GABILONDO SOLER,ROSA ALONSO CARLOS,PREESCOLAR,38.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1402022f,rosa_alonso_carlos,l,vespertino,francisco_gabilondo_soler,preescolar
1456,1456,1456,SAN JUAN DE LOS LAGOS,14DJN1074H,R,MATUTINO,DIEGO RIVERA,MARTHA ORALIA PEREZ COPADO,PREESCOLAR,148.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1402023j,martha_oralia_perez_copado,r,matutino,diego_rivera,preescolar
1457,1457,1457,SAN JUAN DE LOS LAGOS,14DJN0414I,R,MATUTINO,ROSAURA ZAPATA,OFELIA GONZALEZ MONTOYA,PREESCOLAR,153.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,1402024c,ofelia_gonzalez_montoya,r,matutino,rosaura_zapata,preescolar
1458,1458,1458,SAN JUAN DE LOS LAGOS,14DJN1976X,L,VESPERTINO,MARIANO AZUELA,ALEJANDRINA GALINDO SANTANA,PREESCOLAR,109.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402024c,alejandrina_galindo_santana,l,vespertino,mariano_azuela,preescolar
1459,1459,1459,SAN JUAN DE LOS LAGOS,14DPR1702Y,R,MATUTINO,MIGUEL HIDALGO Y COSTILLA,ROBERTO OLEA BENITEZ,PRIMARIA,452.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,1402026k,roberto_olea_benitez,r,matutino,miguel_hidalgo_y_costilla,primaria
1460,1460,1460,SAN JUAN DE LOS LAGOS,14DJN0772W,R,MATUTINO,AMADO NERVO,ALICIA CALDERON SALGADO,PREESCOLAR,56.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1402029a,alicia_calderon_salgado,r,matutino,amado_nervo,preescolar
1461,1461,1461,SAN JUAN DE LOS LAGOS,14DPR0784R,R,MATUTINO,FRAY ANTONIO DE SEGOVIA,SABAS ALMAZAN REQUENA,PRIMARIA,424.0,12.0,12.0,12.0,12.0,,,,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,442.0,,,,1402030k,sabas_almazan_requena,r,matutino,fray_antonio_de_segovia,primaria
1462,1462,1462,SAN JUAN DE LOS LAGOS,14DPR3515R,L,VESPERTINO,AGUSTIN MELGAR,J. JESUS MARTINEZ RAMOS,PRIMARIA,267.0,11.0,11.0,12.0,11.0,,,,,,,,,50000.0,41700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,267.0,267.0,,,,1402030k,j._jesus_martinez_ramos,l,vespertino,agustin_melgar,primaria
1463,1463,1463,SAN JUAN DE LOS LAGOS,14DPR2215N,R,MATUTINO,CUAUHTEMOC,RITO SALAZAR REYES,PRIMARIA,500.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,14.0,,,,,,1402033a,rito_salazar_reyes,r,matutino,cuauhtemoc,primaria
1464,1464,1464,SAN JUAN DE LOS LAGOS,14DPR3295W,L,VESPERTINO,CARMEN SERDAN,SABAS ALMAZAN REQUENA,PRIMARIA,450.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,1402033a,sabas_almazan_requena,l,vespertino,carmen_serdan,primaria
1465,1465,1465,SAN JUAN DE LOS LAGOS,14DJN0749V,R,MATUTINO,MANUEL LOPEZ COTILLA,ALEJANDRINA GALINDO SANTANA,PREESCOLAR,70.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402035x,alejandrina_galindo_santana,r,matutino,manuel_lopez_cotilla,preescolar
1466,1466,1466,SAN JUAN DE LOS LAGOS,14DPR2592P,R,MATUTINO,NETZAHUALCOYOTL,J. JESUS MARTINEZ RAMOS,PRIMARIA,200.0,6.0,6.0,7.0,6.0,,,,,,,,,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,10.0,200.0,,,,,1402036b,j._jesus_martinez_ramos,r,matutino,netzahualcoyotl,primaria
1467,1467,1467,SAN JUAN DE LOS LAGOS,14DJN0645Z,R,MATUTINO,INDEPENDENCIA DE MEXICO,MA. ISABEL BADILLO ACOSTO,PREESCOLAR,104.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402038j,ma._isabel_badillo_acosto,r,matutino,independencia_de_mexico,preescolar
1468,1468,1468,SAN JUAN DE LOS LAGOS,14DJN2015Z,L,VESPERTINO,MOISES VEGA KEGEL,SONIA GARCIA ALDANA,PREESCOLAR,55.0,3.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402038j,sonia_garcia_aldana,l,vespertino,moises_vega_kegel,preescolar
1469,1469,1469,SAN JUAN DE LOS LAGOS,14EPR0652Z,R,MATUTINO,PEDRO DE ALBA,MARIA IRENE COVARRUBIAS LOZANO,PRIMARIA,657.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,1402039c,maria_irene_covarrubias_lozano,r,matutino,pedro_de_alba,primaria
1470,1470,1470,SAN JUAN DE LOS LAGOS,14EPR0266F,L,VESPERTINO,HEROES DE CHAPULTEPEC,ESTHER PADILLA LOPEZ,PRIMARIA,493.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,1402039c,esther_padilla_lopez,l,vespertino,heroes_de_chapultepec,primaria
1471,1471,1471,SAN JUAN DE LOS LAGOS,14DJN0783B,R,MATUTINO,NIÃÂÃÂOS HEROES,ELVIRA TULA MARTINEZ,PREESCOLAR,165.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,1402041f,elvira_tula_martinez,r,matutino,niaaos_heroes,preescolar
1472,1472,1472,SAN JUAN DE LOS LAGOS,14DJN1926P,L,VESPERTINO,GABRIELA MISTRAL,OFELIA GONZALEZ MONTOYA,PREESCOLAR,133.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402041f,ofelia_gonzalez_montoya,l,vespertino,gabriela_mistral,preescolar
1473,1473,1473,SAN JUAN DE LOS LAGOS,14DJN1872B,R,MATUTINO,AUGUSTO FEDERICO GUILLERMO FROEBEL,ANA BERTHA PAVON MORALES,PREESCOLAR,177.0,6.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,2.0,,,,,,1402042j,ana_bertha_pavon_morales,r,matutino,augusto_federico_guillermo_froebel,preescolar
